계약일,단지명,전용면적,거래금액(만원),건축년도,시군구,도로명
2022-05-28,두산위브더제니스,107.7,39900,2010,경상북도 포항북구 장성동,새천년대로 1235
2022-05-30,두산위브더제니스,95.67,33500,2010,경상북도 포항북구 장성동,새천년대로 1235
2022-06-02,두산위브더제니스,123.4,49000,2010,경상북도 포항북구 장성동,새천년대로 1235
2022-06-03,두산위브더제니스,144.99,52500,2010,경상북도 포항북구 장성동,새천년대로 1235
2022-06-20,두산위브더제니스,144.99,53000,2010,경상북도 포항북구 장성동,새천년대로 1235
2022-06-23,두산위브더제니스,107.7,37800,2010,경상북도 포항북구 장성동,새천년대로 1235
2022-07-04,두산위브더제니스,84.96,34900,2010,경상북도 포항북구 장성동,새천년대로 1235
2022-07-21,두산위브더제니스,84.99,36900,2010,경상북도 포항북구 장성동,새천년대로 1235
2022-07-28,두산위브더제니스,144.99,55000,2010,경상북도 포항북구 장성동,새천년대로 1235
2022-08-12,두산위브더제니스,144.99,54000,2010,경상북도 포항북구 장성동,새천년대로 1235
2022-08-19,두산위브더제니스,107.7,38300,2010,경상북도 포항북구 장성동,새천년대로 1235
2022-08-27,두산위브더제니스,123.4,45000,2010,경상북도 포항북구 장성동,새천년대로 1235
2022-08-29,두산위브더제니스,107.7,36000,2010,경상북도 포항북구 장성동,새천년대로 1235
2022-09-12,두산위브더제니스,109.59,41500,2010,경상북도 포항북구 장성동,새천년대로 1235
2022-09-13,두산위브더제니스,130.77,55000,2010,경상북도 포항북구 장성동,새천년대로 1235
2022-09-14,두산위브더제니스,144.99,60500,2010,경상북도 포항북구 장성동,새천년대로 1235
2022-09-18,두산위브더제니스,107.7,36800,2010,경상북도 포항북구 장성동,새천년대로 1235
2022-09-18,두산위브더제니스,84.99,32800,2010,경상북도 포항북구 장성동,새천년대로 1235
2022-09-23,두산위브더제니스,144.99,52000,2010,경상북도 포항북구 장성동,새천년대로 1235
2022-09-23,두산위브더제니스,84.96,33200,2010,경상북도 포항북구 장성동,새천년대로 1235
2022-09-23,두산위브더제니스,144.99,54000,2010,경상북도 포항북구 장성동,새천년대로 1235
2022-01-08,장성 푸르지오,102.949,59900,2020,경상북도 포항북구 장성동,침촌지구로 10
2022-02-04,장성 푸르지오,84.9899,53300,2020,경상북도 포항북구 장성동,침촌지구로 10
2022-02-04,장성 푸르지오,84.9134,51500,2020,경상북도 포항북구 장성동,침촌지구로 10
2022-02-08,장성 푸르지오,84.9899,51500,2020,경상북도 포항북구 장성동,침촌지구로 10
2022-03-21,장성 푸르지오,84.9134,52000,2020,경상북도 포항북구 장성동,침촌지구로 10
2022-03-29,장성 푸르지오,74.9861,40000,2020,경상북도 포항북구 장성동,침촌지구로 10
2022-04-21,장성 푸르지오,84.9899,52000,2020,경상북도 포항북구 장성동,침촌지구로 10
2022-04-22,장성 푸르지오,74.9939,38400,2020,경상북도 포항북구 장성동,침촌지구로 10
2022-05-02,장성 푸르지오,84.9899,44950,2020,경상북도 포항북구 장성동,침촌지구로 10
2022-05-21,장성 푸르지오,84.9134,45300,2020,경상북도 포항북구 장성동,침촌지구로 10
2022-06-10,장성 푸르지오,74.9939,35600,2020,경상북도 포항북구 장성동,침촌지구로 10
2022-06-22,장성 푸르지오,84.9899,53300,2020,경상북도 포항북구 장성동,침촌지구로 10
2022-07-16,장성 푸르지오,84.9134,40000,2020,경상북도 포항북구 장성동,침촌지구로 10
2022-08-30,장성 푸르지오,84.9134,40000,2020,경상북도 포항북구 장성동,침촌지구로 10
2022-09-19,장성 푸르지오,102.949,50000,2020,경상북도 포항북구 장성동,침촌지구로 10
2022-02-04,창포메트로시티1단지,84.693,38500,2018,경상북도 포항북구 창포동,우창로 164
2022-02-10,창포메트로시티1단지,84.693,36000,2018,경상북도 포항북구 창포동,우창로 164
2022-02-19,창포메트로시티1단지,84.693,37000,2018,경상북도 포항북구 창포동,우창로 164
2022-02-22,창포메트로시티1단지,59.884,28000,2018,경상북도 포항북구 창포동,우창로 164
2022-03-03,창포메트로시티1단지,84.693,39500,2018,경상북도 포항북구 창포동,우창로 164
2022-03-12,창포메트로시티1단지,84.693,36000,2018,경상북도 포항북구 창포동,우창로 164
2022-03-17,창포메트로시티1단지,59.884,29000,2018,경상북도 포항북구 창포동,우창로 164
2022-03-22,창포메트로시티1단지,59.884,28800,2018,경상북도 포항북구 창포동,우창로 164
2022-03-31,창포메트로시티1단지,84.693,38500,2018,경상북도 포항북구 창포동,우창로 164
2022-03-31,창포메트로시티1단지,59.884,26900,2018,경상북도 포항북구 창포동,우창로 164
2022-04-02,창포메트로시티1단지,59.884,28000,2018,경상북도 포항북구 창포동,우창로 164
2022-04-15,창포메트로시티1단지,84.693,34500,2018,경상북도 포항북구 창포동,우창로 164
2022-04-22,창포메트로시티1단지,84.693,37000,2018,경상북도 포항북구 창포동,우창로 164
2022-04-30,창포메트로시티1단지,59.884,27700,2018,경상북도 포항북구 창포동,우창로 164
2022-05-23,창포메트로시티1단지,84.693,34000,2018,경상북도 포항북구 창포동,우창로 164
2022-06-13,창포메트로시티1단지,59.884,27900,2018,경상북도 포항북구 창포동,우창로 164
2022-06-27,창포메트로시티1단지,59.884,25800,2018,경상북도 포항북구 창포동,우창로 164
2022-07-29,창포메트로시티1단지,84.693,35000,2018,경상북도 포항북구 창포동,우창로 164
2022-08-03,창포메트로시티1단지,84.693,31700,2018,경상북도 포항북구 창포동,우창로 164
2022-08-14,창포메트로시티1단지,84.693,32000,2018,경상북도 포항북구 창포동,우창로 164
2022-09-15,창포메트로시티1단지,84.693,31800,2018,경상북도 포항북구 창포동,우창로 164
2022-09-17,창포메트로시티1단지,102.835,38400,2018,경상북도 포항북구 창포동,우창로 164
2022-09-23,창포메트로시티1단지,84.693,31500,2018,경상북도 포항북구 창포동,우창로 164
2022-09-27,창포메트로시티1단지,59.884,23800,2018,경상북도 포항북구 창포동,우창로 164
2022-01-04,창포메트로시티2단지,84.693,37500,2018,경상북도 포항북구 창포동,우창로 166
2022-01-11,창포메트로시티2단지,69.44,32800,2018,경상북도 포항북구 창포동,우창로 166
2022-01-12,창포메트로시티2단지,84.693,36800,2018,경상북도 포항북구 창포동,우창로 166
2022-01-19,창포메트로시티2단지,69.44,33700,2018,경상북도 포항북구 창포동,우창로 166
2022-01-19,창포메트로시티2단지,102.835,47500,2018,경상북도 포항북구 창포동,우창로 166
2022-01-27,창포메트로시티2단지,59.884,27800,2018,경상북도 포항북구 창포동,우창로 166
2022-01-29,창포메트로시티2단지,59.884,28450,2018,경상북도 포항북구 창포동,우창로 166
2022-02-06,창포메트로시티2단지,59.852,28950,2018,경상북도 포항북구 창포동,우창로 166
2022-02-09,창포메트로시티2단지,69.44,30500,2018,경상북도 포항북구 창포동,우창로 166
2022-02-10,창포메트로시티2단지,84.693,36700,2018,경상북도 포항북구 창포동,우창로 166
2022-02-11,창포메트로시티2단지,71.518,31450,2018,경상북도 포항북구 창포동,우창로 166
2022-02-19,창포메트로시티2단지,59.852,27000,2018,경상북도 포항북구 창포동,우창로 166
2022-02-24,창포메트로시티2단지,69.44,30500,2018,경상북도 포항북구 창포동,우창로 166
2022-02-26,창포메트로시티2단지,59.852,30000,2018,경상북도 포항북구 창포동,우창로 166
2022-03-01,창포메트로시티2단지,71.518,34800,2018,경상북도 포항북구 창포동,우창로 166
2022-03-14,창포메트로시티2단지,59.884,28800,2018,경상북도 포항북구 창포동,우창로 166
2022-03-18,창포메트로시티2단지,59.884,27000,2018,경상북도 포항북구 창포동,우창로 166
2022-03-23,창포메트로시티2단지,84.693,37000,2018,경상북도 포항북구 창포동,우창로 166
2022-03-25,창포메트로시티2단지,84.693,38000,2018,경상북도 포항북구 창포동,우창로 166
2022-03-25,창포메트로시티2단지,84.693,33500,2018,경상북도 포항북구 창포동,우창로 166
2022-03-29,창포메트로시티2단지,59.884,26000,2018,경상북도 포항북구 창포동,우창로 166
2022-03-30,창포메트로시티2단지,69.44,32000,2018,경상북도 포항북구 창포동,우창로 166
2022-04-15,창포메트로시티2단지,84.693,38800,2018,경상북도 포항북구 창포동,우창로 166
2022-04-16,창포메트로시티2단지,59.884,27400,2018,경상북도 포항북구 창포동,우창로 166
2022-04-20,창포메트로시티2단지,59.884,27800,2018,경상북도 포항북구 창포동,우창로 166
2022-04-25,창포메트로시티2단지,84.693,33700,2018,경상북도 포항북구 창포동,우창로 166
2022-04-30,창포메트로시티2단지,84.693,36500,2018,경상북도 포항북구 창포동,우창로 166
2022-05-04,창포메트로시티2단지,84.693,34700,2018,경상북도 포항북구 창포동,우창로 166
2022-05-06,창포메트로시티2단지,84.693,34000,2018,경상북도 포항북구 창포동,우창로 166
2022-05-06,창포메트로시티2단지,59.884,28200,2018,경상북도 포항북구 창포동,우창로 166
2022-05-06,창포메트로시티2단지,84.693,37400,2018,경상북도 포항북구 창포동,우창로 166
2022-05-12,창포메트로시티2단지,59.884,27800,2018,경상북도 포항북구 창포동,우창로 166
2022-05-20,창포메트로시티2단지,84.693,35000,2018,경상북도 포항북구 창포동,우창로 166
2022-05-21,창포메트로시티2단지,59.884,29500,2018,경상북도 포항북구 창포동,우창로 166
2022-05-24,창포메트로시티2단지,59.884,28300,2018,경상북도 포항북구 창포동,우창로 166
2022-05-25,창포메트로시티2단지,84.693,39700,2018,경상북도 포항북구 창포동,우창로 166
2022-05-25,창포메트로시티2단지,59.884,26000,2018,경상북도 포항북구 창포동,우창로 166
2022-05-26,창포메트로시티2단지,69.44,28100,2018,경상북도 포항북구 창포동,우창로 166
2022-05-28,창포메트로시티2단지,59.852,25500,2018,경상북도 포항북구 창포동,우창로 166
2022-05-31,창포메트로시티2단지,84.693,32000,2018,경상북도 포항북구 창포동,우창로 166
2022-06-01,창포메트로시티2단지,59.884,26850,2018,경상북도 포항북구 창포동,우창로 166
2022-06-07,창포메트로시티2단지,84.693,34000,2018,경상북도 포항북구 창포동,우창로 166
2022-06-11,창포메트로시티2단지,84.693,35000,2018,경상북도 포항북구 창포동,우창로 166
2022-06-11,창포메트로시티2단지,84.693,35000,2018,경상북도 포항북구 창포동,우창로 166
2022-06-13,창포메트로시티2단지,59.884,25000,2018,경상북도 포항북구 창포동,우창로 166
2022-06-13,창포메트로시티2단지,69.44,30000,2018,경상북도 포항북구 창포동,우창로 166
2022-06-16,창포메트로시티2단지,59.884,25500,2018,경상북도 포항북구 창포동,우창로 166
2022-06-22,창포메트로시티2단지,84.693,34900,2018,경상북도 포항북구 창포동,우창로 166
2022-06-23,창포메트로시티2단지,59.852,27800,2018,경상북도 포항북구 창포동,우창로 166
2022-06-25,창포메트로시티2단지,84.693,34600,2018,경상북도 포항북구 창포동,우창로 166
2022-06-27,창포메트로시티2단지,84.693,34000,2018,경상북도 포항북구 창포동,우창로 166
2022-07-01,창포메트로시티2단지,59.884,25000,2018,경상북도 포항북구 창포동,우창로 166
2022-07-03,창포메트로시티2단지,84.693,36500,2018,경상북도 포항북구 창포동,우창로 166
2022-07-05,창포메트로시티2단지,84.693,29600,2018,경상북도 포항북구 창포동,우창로 166
2022-07-13,창포메트로시티2단지,69.44,28500,2018,경상북도 포항북구 창포동,우창로 166
2022-07-13,창포메트로시티2단지,59.852,25000,2018,경상북도 포항북구 창포동,우창로 166
2022-07-14,창포메트로시티2단지,84.693,36500,2018,경상북도 포항북구 창포동,우창로 166
2022-07-18,창포메트로시티2단지,69.44,28700,2018,경상북도 포항북구 창포동,우창로 166
2022-07-28,창포메트로시티2단지,84.693,34300,2018,경상북도 포항북구 창포동,우창로 166
2022-08-11,창포메트로시티2단지,71.518,28000,2018,경상북도 포항북구 창포동,우창로 166
2022-08-12,창포메트로시티2단지,84.693,35000,2018,경상북도 포항북구 창포동,우창로 166
2022-08-13,창포메트로시티2단지,69.44,28000,2018,경상북도 포항북구 창포동,우창로 166
2022-08-17,창포메트로시티2단지,59.852,23000,2018,경상북도 포항북구 창포동,우창로 166
2022-08-23,창포메트로시티2단지,69.44,27300,2018,경상북도 포항북구 창포동,우창로 166
2022-08-23,창포메트로시티2단지,59.884,24000,2018,경상북도 포항북구 창포동,우창로 166
2022-08-31,창포메트로시티2단지,84.693,32000,2018,경상북도 포항북구 창포동,우창로 166
2022-09-03,창포메트로시티2단지,59.884,27000,2018,경상북도 포항북구 창포동,우창로 166
2022-09-08,창포메트로시티2단지,59.884,26000,2018,경상북도 포항북구 창포동,우창로 166
2022-09-17,창포메트로시티2단지,59.884,26000,2018,경상북도 포항북구 창포동,우창로 166
2022-03-15,초곡리슈빌아파트,84.8825,30400,2018,경상북도 포항북구 흥해읍 초곡리,초곡지구로58번길 65-9
2022-03-17,초곡리슈빌아파트,84.9944,33000,2018,경상북도 포항북구 흥해읍 초곡리,초곡지구로58번길 65-9
2022-05-24,초곡리슈빌아파트,84.9944,31900,2018,경상북도 포항북구 흥해읍 초곡리,초곡지구로58번길 65-9
2022-07-05,초곡리슈빌아파트,84.9944,29400,2018,경상북도 포항북구 흥해읍 초곡리,초곡지구로58번길 65-9
2022-07-11,초곡리슈빌아파트,84.8825,31000,2018,경상북도 포항북구 흥해읍 초곡리,초곡지구로58번길 65-9
2022-07-25,초곡리슈빌아파트,84.9944,30000,2018,경상북도 포항북구 흥해읍 초곡리,초곡지구로58번길 65-9
2022-01-07,초곡삼구트리니엔시티,84.9753,31000,2018,경상북도 포항북구 흥해읍 초곡리,초곡지구로58번길 52-1
2022-01-14,초곡삼구트리니엔시티,84.9753,32200,2018,경상북도 포항북구 흥해읍 초곡리,초곡지구로58번길 52
2022-01-15,초곡삼구트리니엔시티,84.9992,33100,2018,경상북도 포항북구 흥해읍 초곡리,초곡지구로58번길 52
2022-01-19,초곡삼구트리니엔시티,84.9753,32900,2018,경상북도 포항북구 흥해읍 초곡리,초곡지구로58번길 52-1
2022-01-24,초곡삼구트리니엔시티,84.9753,32200,2018,경상북도 포항북구 흥해읍 초곡리,초곡지구로58번길 52
2022-02-04,초곡삼구트리니엔시티,84.9753,32300,2018,경상북도 포항북구 흥해읍 초곡리,초곡지구로58번길 52
2022-02-11,초곡삼구트리니엔시티,84.9753,31700,2018,경상북도 포항북구 흥해읍 초곡리,초곡지구로58번길 52
2022-02-14,초곡삼구트리니엔시티,84.9753,33300,2018,경상북도 포항북구 흥해읍 초곡리,초곡지구로58번길 52
2022-02-16,초곡삼구트리니엔시티,84.9753,30000,2018,경상북도 포항북구 흥해읍 초곡리,초곡지구로58번길 52
2022-02-26,초곡삼구트리니엔시티,84.9753,33500,2018,경상북도 포항북구 흥해읍 초곡리,초곡지구로58번길 52
2022-03-04,초곡삼구트리니엔시티,84.9753,32900,2018,경상북도 포항북구 흥해읍 초곡리,초곡지구로58번길 52
2022-03-07,초곡삼구트리니엔시티,75.0037,29000,2018,경상북도 포항북구 흥해읍 초곡리,초곡지구로58번길 52
2022-03-26,초곡삼구트리니엔시티,75.0037,28000,2018,경상북도 포항북구 흥해읍 초곡리,초곡지구로58번길 52
2022-04-03,초곡삼구트리니엔시티,84.9753,31000,2018,경상북도 포항북구 흥해읍 초곡리,초곡지구로58번길 52
2022-04-03,초곡삼구트리니엔시티,84.9753,31000,2018,경상북도 포항북구 흥해읍 초곡리,초곡지구로58번길 52
2022-04-05,초곡삼구트리니엔시티,75.0037,29000,2018,경상북도 포항북구 흥해읍 초곡리,초곡지구로58번길 52
2022-04-08,초곡삼구트리니엔시티,84.9753,31500,2018,경상북도 포항북구 흥해읍 초곡리,초곡지구로58번길 52
2022-04-15,초곡삼구트리니엔시티,84.9992,32700,2018,경상북도 포항북구 흥해읍 초곡리,초곡지구로58번길 52
2022-04-22,초곡삼구트리니엔시티,84.9992,33300,2018,경상북도 포항북구 흥해읍 초곡리,초곡지구로58번길 52
2022-04-24,초곡삼구트리니엔시티,84.9753,31000,2018,경상북도 포항북구 흥해읍 초곡리,초곡지구로58번길 52
2022-04-27,초곡삼구트리니엔시티,75.0037,29500,2018,경상북도 포항북구 흥해읍 초곡리,초곡지구로58번길 52
2022-04-27,초곡삼구트리니엔시티,84.9753,32500,2018,경상북도 포항북구 흥해읍 초곡리,초곡지구로58번길 52
2022-04-28,초곡삼구트리니엔시티,75.0037,29000,2018,경상북도 포항북구 흥해읍 초곡리,초곡지구로58번길 52
2022-04-29,초곡삼구트리니엔시티,84.9992,33700,2018,경상북도 포항북구 흥해읍 초곡리,초곡지구로58번길 52
2022-04-29,초곡삼구트리니엔시티,84.9992,33700,2018,경상북도 포항북구 흥해읍 초곡리,초곡지구로58번길 52
2022-05-01,초곡삼구트리니엔시티,84.9992,32600,2018,경상북도 포항북구 흥해읍 초곡리,초곡지구로58번길 52
2022-05-03,초곡삼구트리니엔시티,84.9753,34500,2018,경상북도 포항북구 흥해읍 초곡리,초곡지구로58번길 52
2022-05-08,초곡삼구트리니엔시티,75.0037,28000,2018,경상북도 포항북구 흥해읍 초곡리,초곡지구로58번길 52
2022-05-09,초곡삼구트리니엔시티,84.9753,31800,2018,경상북도 포항북구 흥해읍 초곡리,초곡지구로58번길 52
2022-05-18,초곡삼구트리니엔시티,84.9753,33500,2018,경상북도 포항북구 흥해읍 초곡리,초곡지구로58번길 52
2022-05-20,초곡삼구트리니엔시티,84.9753,31500,2018,경상북도 포항북구 흥해읍 초곡리,초곡지구로58번길 52
2022-05-30,초곡삼구트리니엔시티,84.9992,33300,2018,경상북도 포항북구 흥해읍 초곡리,초곡지구로58번길 52
2022-06-02,초곡삼구트리니엔시티,84.9753,30000,2018,경상북도 포항북구 흥해읍 초곡리,초곡지구로58번길 52
2022-06-09,초곡삼구트리니엔시티,84.9753,30700,2018,경상북도 포항북구 흥해읍 초곡리,초곡지구로58번길 52
2022-06-11,초곡삼구트리니엔시티,84.9753,33600,2018,경상북도 포항북구 흥해읍 초곡리,초곡지구로58번길 52
2022-06-14,초곡삼구트리니엔시티,84.9992,33000,2018,경상북도 포항북구 흥해읍 초곡리,초곡지구로58번길 52
2022-06-16,초곡삼구트리니엔시티,84.9753,31500,2018,경상북도 포항북구 흥해읍 초곡리,초곡지구로58번길 52
2022-06-19,초곡삼구트리니엔시티,84.9753,32000,2018,경상북도 포항북구 흥해읍 초곡리,초곡지구로58번길 52
2022-06-24,초곡삼구트리니엔시티,75.0037,28200,2018,경상북도 포항북구 흥해읍 초곡리,초곡지구로58번길 52
2022-06-29,초곡삼구트리니엔시티,75.0037,29600,2018,경상북도 포항북구 흥해읍 초곡리,초곡지구로58번길 52
2022-07-02,초곡삼구트리니엔시티,84.9753,32100,2018,경상북도 포항북구 흥해읍 초곡리,초곡지구로58번길 52
2022-07-11,초곡삼구트리니엔시티,84.9753,30900,2018,경상북도 포항북구 흥해읍 초곡리,초곡지구로58번길 52
2022-07-18,초곡삼구트리니엔시티,75.0037,28000,2018,경상북도 포항북구 흥해읍 초곡리,초곡지구로58번길 52
2022-07-21,초곡삼구트리니엔시티,75.0037,28700,2018,경상북도 포항북구 흥해읍 초곡리,초곡지구로58번길 52
2022-08-12,초곡삼구트리니엔시티,84.9753,31000,2018,경상북도 포항북구 흥해읍 초곡리,초곡지구로58번길 52
2022-09-03,초곡삼구트리니엔시티,75.0037,27900,2018,경상북도 포항북구 흥해읍 초곡리,초곡지구로58번길 52
2022-09-15,초곡삼구트리니엔시티,75.0037,28000,2018,경상북도 포항북구 흥해읍 초곡리,초곡지구로58번길 52
2022-09-18,초곡삼구트리니엔시티,84.9753,30000,2018,경상북도 포항북구 흥해읍 초곡리,초곡지구로58번길 52
2022-01-04,포항지엔하임,59.9907,23375,2018,경상북도 포항북구 흥해읍 초곡리,초곡지구로 102
2022-01-25,포항지엔하임,84.9616,25430,2018,경상북도 포항북구 흥해읍 초곡리,초곡지구로 102
2022-03-02,포항지엔하임,84.9616,27200,2018,경상북도 포항북구 흥해읍 초곡리,초곡지구로 102
2022-03-15,포항지엔하임,84.9616,27500,2018,경상북도 포항북구 흥해읍 초곡리,초곡지구로 102
2022-04-13,포항지엔하임,84.9616,27900,2018,경상북도 포항북구 흥해읍 초곡리,초곡지구로 102
2022-04-21,포항지엔하임,84.9616,28600,2018,경상북도 포항북구 흥해읍 초곡리,초곡지구로 102
2022-04-22,포항지엔하임,59.9907,23200,2018,경상북도 포항북구 흥해읍 초곡리,초곡지구로 102
2022-06-09,포항지엔하임,84.9616,25000,2018,경상북도 포항북구 흥해읍 초곡리,초곡지구로 102
2022-06-19,포항지엔하임,84.9616,28300,2018,경상북도 포항북구 흥해읍 초곡리,초곡지구로 102
2022-07-15,포항지엔하임,84.9616,26500,2018,경상북도 포항북구 흥해읍 초곡리,초곡지구로 102
2022-07-18,포항지엔하임,84.9616,28300,2018,경상북도 포항북구 흥해읍 초곡리,초곡지구로 102
2022-07-25,포항지엔하임,84.9616,28000,2018,경상북도 포항북구 흥해읍 초곡리,초곡지구로 102
2022-07-28,포항지엔하임,84.9616,25430,2018,경상북도 포항북구 흥해읍 초곡리,초곡지구로 102
2022-08-02,포항지엔하임,84.9616,28000,2018,경상북도 포항북구 흥해읍 초곡리,초곡지구로 102
2022-08-26,포항지엔하임,59.9907,22900,2018,경상북도 포항북구 흥해읍 초곡리,초곡지구로 102
2022-08-31,포항지엔하임,84.9616,26600,2018,경상북도 포항북구 흥해읍 초곡리,초곡지구로 102
2022-09-07,포항지엔하임,84.9616,27300,2018,경상북도 포항북구 흥해읍 초곡리,초곡지구로 102
2022-01-17,포항초곡화산샬레아파트,84.9684,28700,2019,경상북도 포항북구 흥해읍 초곡리,초곡지구로58번길 82
2022-02-15,포항초곡화산샬레아파트,84.9684,27000,2019,경상북도 포항북구 흥해읍 초곡리,초곡지구로58번길 82
2022-03-25,포항초곡화산샬레아파트,84.9684,26900,2019,경상북도 포항북구 흥해읍 초곡리,초곡지구로58번길 82
2022-05-03,포항초곡화산샬레아파트,84.8597,27800,2019,경상북도 포항북구 흥해읍 초곡리,초곡지구로58번길 82
2022-05-11,포항초곡화산샬레아파트,84.9684,26500,2019,경상북도 포항북구 흥해읍 초곡리,초곡지구로58번길 82
2022-06-24,포항초곡화산샬레아파트,84.9684,26500,2019,경상북도 포항북구 흥해읍 초곡리,초곡지구로58번길 82
2022-07-07,포항초곡화산샬레아파트,84.9684,27700,2019,경상북도 포항북구 흥해읍 초곡리,초곡지구로58번길 82
2022-07-07,포항초곡화산샬레아파트,84.9684,27700,2019,경상북도 포항북구 흥해읍 초곡리,초곡지구로58번길 82
2022-07-14,포항초곡화산샬레아파트,84.9684,32000,2019,경상북도 포항북구 흥해읍 초곡리,초곡지구로58번길 82
2022-07-14,포항초곡화산샬레아파트,84.9684,26800,2019,경상북도 포항북구 흥해읍 초곡리,초곡지구로58번길 82
2022-07-28,포항초곡화산샬레아파트,84.9684,27000,2019,경상북도 포항북구 흥해읍 초곡리,초곡지구로58번길 82
2022-08-11,포항초곡화산샬레아파트,84.9684,26100,2019,경상북도 포항북구 흥해읍 초곡리,초곡지구로58번길 82
2022-08-31,포항초곡화산샬레아파트,84.9684,25500,2019,경상북도 포항북구 흥해읍 초곡리,초곡지구로58번길 82
2022-09-01,포항초곡화산샬레아파트,84.9684,26800,2019,경상북도 포항북구 흥해읍 초곡리,초곡지구로58번길 82
2022-09-08,포항초곡화산샬레아파트,84.9684,26000,2019,경상북도 포항북구 흥해읍 초곡리,초곡지구로58번길 82
2022-09-29,포항초곡화산샬레아파트,84.9684,25000,2019,경상북도 포항북구 흥해읍 초곡리,초곡지구로58번길 82
