계약일,단지명,전용면적(㎡),거래금액(만원),시군구
2022-02-09,포항자이 애서턴,101.9526,"69,110",경상북도 포항북구 학잠동
2022-02-09,포항자이 애서턴,84.9146,"50,430",경상북도 포항북구 학잠동
2022-02-09,흥해 서희스타힐스 더 캐슬,84.9477,"28,330",경상북도 포항북구 흥해읍 옥성리
2022-02-09,KTX포항역 삼구 트리니엔,84.9947,"32,790",경상북도 포항북구 흥해읍 이인리
2022-02-09,힐스테이트 초곡,74.638,"32,290",경상북도 포항북구 흥해읍 초곡리
2022-02-10,포항자이 애서턴,101.9744,"64,400",경상북도 포항북구 학잠동
2022-02-10,포항자이 애서턴,84.9146,"50,540",경상북도 포항북구 학잠동
2022-02-10,포항자이 애서턴,101.8942,"63,020",경상북도 포항북구 학잠동
2022-02-10,포항자이 애서턴,84.9146,"52,110",경상북도 포항북구 학잠동
2022-02-10,포항자이 애서턴,84.9253,"50,860",경상북도 포항북구 학잠동
2022-02-10,포항자이 애서턴,84.9253,"51,620",경상북도 포항북구 학잠동
2022-02-10,포항자이 애서턴,84.9409,"51,150",경상북도 포항북구 학잠동
2022-02-10,포항자이 애서턴,84.9146,"51,200",경상북도 포항북구 학잠동
2022-02-10,포항자이 애서턴,101.8942,"63,240",경상북도 포항북구 학잠동
2022-02-10,포항자이 애서턴,101.9361,"63,990",경상북도 포항북구 학잠동
2022-02-10,포항자이 애서턴,84.9146,"51,305",경상북도 포항북구 학잠동
2022-02-10,포항자이 애서턴,101.8942,"64,270",경상북도 포항북구 학잠동
2022-02-10,포항자이 애서턴,101.9361,"63,990",경상북도 포항북구 학잠동
2022-02-10,포항자이 애서턴,84.9146,"51,440",경상북도 포항북구 학잠동
2022-02-10,포항자이 애서턴,84.9253,"50,100",경상북도 포항북구 학잠동
2022-02-10,포항자이 애서턴,84.9253,"51,620",경상북도 포항북구 학잠동
2022-02-10,포항자이 애서턴,101.9744,"64,750",경상북도 포항북구 학잠동
2022-02-10,포항자이 애서턴,84.9409,"51,150",경상북도 포항북구 학잠동
2022-02-10,포항자이 애서턴,101.9744,"64,400",경상북도 포항북구 학잠동
2022-02-10,한화 포레나 포항,84.8901,"35,200",경상북도 포항북구 흥해읍 이인리
2022-02-10,한화 포레나 포항,84.8901,"36,480",경상북도 포항북구 흥해읍 이인리
2022-02-11,포항자이 애서턴,101.9526,"66,630",경상북도 포항북구 학잠동
2022-02-11,포항자이 애서턴,84.9409,"48,850",경상북도 포항북구 학잠동
2022-02-11,한화 포레나 포항,84.8901,"37,080",경상북도 포항북구 흥해읍 이인리
2022-02-11,한화 포레나 포항,84.8901,"35,580",경상북도 포항북구 흥해읍 이인리
2022-02-11,한화 포레나 포항,84.5162,"35,100",경상북도 포항북구 흥해읍 이인리
2022-02-12,포항 아이파크,84.5134,"35,300",경상북도 포항남구 오천읍 용산리
2022-02-12,포항자이 애서턴,84.9409,"47,150",경상북도 포항북구 학잠동
2022-02-12,포항자이 애서턴,101.9744,"61,460",경상북도 포항북구 학잠동
2022-02-12,힐스테이트 초곡,84.839,"36,500",경상북도 포항북구 흥해읍 초곡리
2022-02-13,포항자이 애서턴,84.9146,"51,910",경상북도 포항북구 학잠동
2022-02-13,포항자이 애서턴,84.9253,"51,720",경상북도 포항북구 학잠동
2022-02-13,포항자이 애서턴,84.9253,"51,620",경상북도 포항북구 학잠동
2022-02-13,포항자이 애서턴,84.9253,"50,960",경상북도 포항북구 학잠동
2022-02-13,한화 포레나 포항,84.8901,"36,580",경상북도 포항북구 흥해읍 이인리
2022-02-14,포항자이 애서턴,84.9253,"51,720",경상북도 포항북구 학잠동
2022-02-14,포항자이 애서턴,101.8942,"63,970",경상북도 포항북구 학잠동
2022-02-14,KTX포항역 삼구 트리니엔,84.9947,"33,465",경상북도 포항북구 흥해읍 이인리
2022-02-15,포항자이 애서턴,84.9253,"50,100",경상북도 포항북구 학잠동
2022-02-15,포항자이 애서턴,84.9409,"51,250",경상북도 포항북구 학잠동
2022-02-15,포항자이 애서턴,84.9409,"51,250",경상북도 포항북구 학잠동
2022-02-15,포항자이 애서턴,101.9361,"63,990",경상북도 포항북구 학잠동
2022-02-15,포항자이 애서턴,84.9253,"51,470",경상북도 포항북구 학잠동
2022-02-15,흥해 서희스타힐스 더 캐슬,59.9558,"20,740",경상북도 포항북구 흥해읍 옥성리
2022-02-16,포항자이 애서턴,84.9253,"50,080",경상북도 포항북구 학잠동
2022-02-16,흥해 서희스타힐스 더 캐슬,84.9477,"25,985",경상북도 포항북구 흥해읍 옥성리
2022-02-17,힐스테이트포항,59.9785,"21,725",경상북도 포항남구 오천읍 원리
2022-02-17,포항자이 애서턴,84.9253,"50,860",경상북도 포항북구 학잠동
2022-02-17,포항자이 애서턴,84.9253,"51,620",경상북도 포항북구 학잠동
2022-02-17,포항자이 애서턴,84.9253,"51,720",경상북도 포항북구 학잠동
2022-02-17,KTX포항역 삼구 트리니엔,84.9727,"32,990",경상북도 포항북구 흥해읍 이인리
2022-02-18,포항 아이파크,84.5134,"35,600",경상북도 포항남구 오천읍 용산리
2022-02-18,포항 아이파크,84.5134,"35,600",경상북도 포항남구 오천읍 용산리
2022-02-18,포항 아이파크,84.5134,"35,300",경상북도 포항남구 오천읍 용산리
2022-02-18,힐스테이트포항,59.9785,"21,725",경상북도 포항남구 오천읍 원리
2022-02-18,포항자이 애서턴,101.8942,"64,170",경상북도 포항북구 학잠동
2022-02-18,포항자이 애서턴,101.9526,"68,810",경상북도 포항북구 학잠동
2022-02-18,포항자이 애서턴,101.9744,"65,000",경상북도 포항북구 학잠동
2022-02-18,포항자이 애서턴,84.9253,"50,860",경상북도 포항북구 학잠동
2022-02-18,포항자이 애서턴,84.9146,"51,180",경상북도 포항북구 학잠동
2022-02-18,포항자이 애서턴,101.8942,"63,920",경상북도 포항북구 학잠동
2022-02-18,흥해 서희스타힐스 더 캐슬,59.9874,"18,766",경상북도 포항북구 흥해읍 옥성리
2022-02-18,KTX포항역 삼구 트리니엔,59.9951,"24,190",경상북도 포항북구 흥해읍 이인리
2022-02-19,포항 아이파크,101.6515,"45,920",경상북도 포항남구 오천읍 용산리
2022-02-19,포항 양학 신원아침도시 퀘렌시아,84.3218,"29,743",경상북도 포항북구 득량동
2022-02-19,포항자이 애서턴,84.9253,"51,620",경상북도 포항북구 학잠동
2022-02-19,포항자이 애서턴,84.9253,"50,810",경상북도 포항북구 학잠동
2022-02-19,포항자이 애서턴,84.9146,"51,960",경상북도 포항북구 학잠동
2022-02-19,포항자이 애서턴,101.8942,"63,020",경상북도 포항북구 학잠동
2022-02-19,포항자이 애서턴,101.8942,"63,020",경상북도 포항북구 학잠동
2022-02-20,포항자이 애서턴,84.9409,"51,150",경상북도 포항북구 학잠동
2022-02-20,포항자이 애서턴,84.9253,"51,570",경상북도 포항북구 학잠동
2022-02-20,포항자이 애서턴,84.9409,"51,150",경상북도 포항북구 학잠동
2022-02-21,포항 아이파크,101.6515,"46,770",경상북도 포항남구 오천읍 용산리
2022-02-21,포항 아이파크,101.6515,"46,870",경상북도 포항남구 오천읍 용산리
2022-02-21,포항 아이파크,84.5134,"35,700",경상북도 포항남구 오천읍 용산리
2022-02-21,포항 아이파크,101.6515,"46,920",경상북도 포항남구 오천읍 용산리
2022-02-21,포항 아이파크,84.5134,"35,600",경상북도 포항남구 오천읍 용산리
2022-02-21,힐스테이트포항,84.8786,"30,833",경상북도 포항남구 오천읍 원리
2022-02-21,힐스테이트포항,74.9627,"28,024",경상북도 포항남구 오천읍 원리
2022-02-21,포항자이 애서턴,101.9744,"64,015",경상북도 포항북구 학잠동
2022-02-22,포항 아이파크,101.6515,"46,970",경상북도 포항남구 오천읍 용산리
2022-02-22,포항 아이파크,84.5134,"35,650",경상북도 포항남구 오천읍 용산리
2022-02-22,포항 아이파크,101.6515,"46,820",경상북도 포항남구 오천읍 용산리
2022-02-22,포항 아이파크,84.5134,"35,470",경상북도 포항남구 오천읍 용산리
2022-02-22,포항 아이파크,84.5134,"35,600",경상북도 포항남구 오천읍 용산리
2022-02-22,힐스테이트포항,84.8786,"30,833",경상북도 포항남구 오천읍 원리
2022-02-22,포항자이 애서턴,84.9253,"51,820",경상북도 포항북구 학잠동
2022-02-22,포항자이 애서턴,84.9146,"51,440",경상북도 포항북구 학잠동
2022-02-22,포항자이 애서턴,101.9744,"64,050",경상북도 포항북구 학잠동
2022-02-22,포항자이 애서턴,101.8942,"63,020",경상북도 포항북구 학잠동
2022-02-22,포항자이 애서턴,84.9253,"51,620",경상북도 포항북구 학잠동
2022-02-22,흥해 서희스타힐스 더 캐슬,74.9751,"25,786",경상북도 포항북구 흥해읍 옥성리
2022-02-22,한화 포레나 포항,59.953,"26,000",경상북도 포항북구 흥해읍 이인리
2022-02-22,한화 포레나 포항,84.5162,"35,690",경상북도 포항북구 흥해읍 이인리
2022-02-23,포항 아이파크,101.6515,"46,870",경상북도 포항남구 오천읍 용산리
2022-02-23,포항 아이파크,101.6515,"46,970",경상북도 포항남구 오천읍 용산리
2022-02-23,포항자이 애서턴,84.9146,"51,340",경상북도 포항북구 학잠동
2022-02-23,포항자이 애서턴,84.9253,"50,100",경상북도 포항북구 학잠동
2022-02-23,포항자이 애서턴,84.9253,"51,620",경상북도 포항북구 학잠동
2022-02-23,KTX포항역 삼구 트리니엔,84.9947,"34,865",경상북도 포항북구 흥해읍 이인리
2022-02-24,포항 양학 신원아침도시 퀘렌시아,84.77,"35,478",경상북도 포항북구 득량동
2022-02-24,포항자이 애서턴,101.8942,"60,200",경상북도 포항북구 학잠동
2022-02-24,포항자이 애서턴,101.8942,"64,170",경상북도 포항북구 학잠동
2022-02-24,포항자이 애서턴,84.9253,"51,620",경상북도 포항북구 학잠동
2022-02-24,포항자이 애서턴,84.9253,"51,920",경상북도 포항북구 학잠동
2022-02-24,포항자이 애서턴,101.8942,"60,200",경상북도 포항북구 학잠동
2022-02-24,KTX포항역 삼구 트리니엔,84.9947,"32,990",경상북도 포항북구 흥해읍 이인리
2022-02-24,KTX포항역 삼구 트리니엔,84.9947,"32,590",경상북도 포항북구 흥해읍 이인리
2022-02-24,KTX포항역 삼구 트리니엔,84.9947,"32,990",경상북도 포항북구 흥해읍 이인리
2022-02-24,한화 포레나 포항,59.953,"25,490",경상북도 포항북구 흥해읍 이인리
2022-02-25,포항자이 애서턴,84.9253,"50,000",경상북도 포항북구 학잠동
2022-02-25,포항자이 애서턴,84.9146,"51,140",경상북도 포항북구 학잠동
2022-02-25,포항자이 애서턴,84.9409,"49,650",경상북도 포항북구 학잠동
2022-02-25,포항자이 애서턴,84.9253,"51,620",경상북도 포항북구 학잠동
2022-02-25,포항자이 애서턴,84.9253,"51,600",경상북도 포항북구 학잠동
2022-02-25,포항자이 애서턴,84.9253,"51,620",경상북도 포항북구 학잠동
2022-02-25,한화 포레나 포항,84.5162,"35,500",경상북도 포항북구 흥해읍 이인리
2022-02-25,한화 포레나 포항,84.8901,"35,800",경상북도 포항북구 흥해읍 이인리
2022-02-25,한화 포레나 포항,84.8901,"36,280",경상북도 포항북구 흥해읍 이인리
2022-02-26,힐스테이트포항,74.8151,"26,621",경상북도 포항남구 오천읍 원리
2022-02-26,포항자이 애서턴,84.9146,"51,440",경상북도 포항북구 학잠동
2022-02-26,포항자이 애서턴,84.9253,"51,620",경상북도 포항북구 학잠동
2022-02-26,포항자이 애서턴,84.9253,"50,100",경상북도 포항북구 학잠동
2022-02-26,포항자이 애서턴,125.9389,"78,340",경상북도 포항북구 학잠동
2022-02-26,포항자이 애서턴,84.9146,"49,670",경상북도 포항북구 학잠동
2022-02-26,포항자이 애서턴,84.9253,"51,620",경상북도 포항북구 학잠동
2022-02-26,포항자이 애서턴,84.9146,"51,140",경상북도 포항북구 학잠동
2022-02-26,포항자이 애서턴,84.9253,"49,240",경상북도 포항북구 학잠동
2022-02-26,포항자이 애서턴,84.9253,"49,240",경상북도 포항북구 학잠동
2022-02-26,포항자이 애서턴,84.9146,"51,440",경상북도 포항북구 학잠동
2022-02-26,흥해 서희스타힐스 더 캐슬,59.9925,"20,290",경상북도 포항북구 흥해읍 옥성리
2022-02-27,포항자이 애서턴,84.9253,"50,860",경상북도 포항북구 학잠동
2022-02-27,포항자이 애서턴,101.8942,"61,780",경상북도 포항북구 학잠동
2022-02-27,한화 포레나 포항,109.4477,"49,660",경상북도 포항북구 흥해읍 이인리
2022-02-28,힐스테이트포항,84.9562,"29,239",경상북도 포항남구 오천읍 원리
2022-02-28,포항자이 애서턴,84.9253,"49,310",경상북도 포항북구 학잠동
2022-02-28,포항자이 애서턴,125.9389,"78,540",경상북도 포항북구 학잠동
2022-02-28,포항자이 애서턴,84.9253,"49,290",경상북도 포항북구 학잠동
2022-02-28,포항자이 애서턴,84.9253,"51,670",경상북도 포항북구 학잠동
2022-02-28,포항자이 애서턴,101.8942,"62,030",경상북도 포항북구 학잠동
2022-02-28,포항자이 애서턴,84.9253,"50,050",경상북도 포항북구 학잠동
2022-02-28,포항자이 애서턴,84.9146,"51,094",경상북도 포항북구 학잠동
2022-02-28,포항자이 애서턴,84.9253,"51,264",경상북도 포항북구 학잠동
2022-02-28,포항자이 애서턴,101.8942,"64,170",경상북도 포항북구 학잠동
2022-02-28,포항자이 애서턴,84.9146,"51,960",경상북도 포항북구 학잠동
2022-02-28,흥해 서희스타힐스 더 캐슬,74.9751,"22,945",경상북도 포항북구 흥해읍 옥성리
2022-02-28,흥해 서희스타힐스 더 캐슬,74.9751,"22,695",경상북도 포항북구 흥해읍 옥성리
2022-02-28,흥해 서희스타힐스 더 캐슬,84.9477,"29,630",경상북도 포항북구 흥해읍 옥성리
2022-02-28,흥해 서희스타힐스 더 캐슬,84.9477,"28,530",경상북도 포항북구 흥해읍 옥성리
2022-02-28,한화 포레나 포항,207.7753,"50,890",경상북도 포항북구 흥해읍 이인리
2022-02-28,한화 포레나 포항,109.4477,"50,860",경상북도 포항북구 흥해읍 이인리
2022-03-01,포항자이 애서턴,84.9253,"50,080",경상북도 포항북구 학잠동
2022-03-01,포항자이 애서턴,84.9253,"51,620",경상북도 포항북구 학잠동
2022-03-01,포항자이 애서턴,125.9389,"78,640",경상북도 포항북구 학잠동
2022-03-01,포항자이 애서턴,84.9146,"51,960",경상북도 포항북구 학잠동
2022-03-01,포항자이 애서턴,101.8942,"63,020",경상북도 포항북구 학잠동
2022-03-01,포항자이 애서턴,84.9253,"51,620",경상북도 포항북구 학잠동
2022-03-01,포항자이 애서턴,84.9253,"50,000",경상북도 포항북구 학잠동
2022-03-01,포항자이 애서턴,84.9253,"51,620",경상북도 포항북구 학잠동
2022-03-01,포항자이 애서턴,84.9253,"51,820",경상북도 포항북구 학잠동
2022-03-02,포항 양학 신원아침도시 퀘렌시아,60.64,"26,231",경상북도 포항북구 득량동
2022-03-02,포항자이 애서턴,84.9253,"51,620",경상북도 포항북구 학잠동
2022-03-02,포항자이 애서턴,84.9146,"51,910",경상북도 포항북구 학잠동
2022-03-02,포항자이 애서턴,84.9253,"49,900",경상북도 포항북구 학잠동
2022-03-02,포항자이 디오션,84.85,"62,320",경상북도 포항북구 항구동
2022-03-02,한화 포레나 포항,84.8901,"38,780",경상북도 포항북구 흥해읍 이인리
2022-03-03,포항자이 애서턴,84.9253,"51,320",경상북도 포항북구 학잠동
2022-03-03,포항자이 애서턴,84.9253,"51,670",경상북도 포항북구 학잠동
2022-03-03,포항자이 애서턴,101.8942,"63,120",경상북도 포항북구 학잠동
2022-03-03,포항자이 애서턴,101.8942,"60,150",경상북도 포항북구 학잠동
2022-03-03,포항자이 애서턴,84.9253,"51,620",경상북도 포항북구 학잠동
2022-03-03,포항자이 애서턴,101.9744,"64,950",경상북도 포항북구 학잠동
2022-03-03,포항자이 애서턴,84.9253,"51,720",경상북도 포항북구 학잠동
2022-03-03,포항자이 애서턴,84.9253,"50,200",경상북도 포항북구 학잠동
2022-03-03,포항자이 애서턴,125.9389,"77,240",경상북도 포항북구 학잠동
2022-03-03,포항자이 애서턴,101.9744,"64,350",경상북도 포항북구 학잠동
2022-03-03,포항자이 애서턴,125.9389,"78,540",경상북도 포항북구 학잠동
2022-03-03,포항자이 애서턴,84.9146,"51,960",경상북도 포항북구 학잠동
2022-03-03,포항자이 애서턴,101.8942,"62,720",경상북도 포항북구 학잠동
2022-03-03,포항자이 애서턴,84.9253,"51,520",경상북도 포항북구 학잠동
2022-03-03,포항자이 디오션,84.97,"65,500",경상북도 포항북구 항구동
2022-03-03,포항자이 디오션,84.92,"62,570",경상북도 포항북구 항구동
2022-03-03,포항자이 디오션,84.92,"62,370",경상북도 포항북구 항구동
2022-03-03,포항자이 디오션,84.97,"61,890",경상북도 포항북구 항구동
2022-03-03,포항자이 디오션,84.97,"63,750",경상북도 포항북구 항구동
2022-03-03,포항자이 디오션,84.97,"61,890",경상북도 포항북구 항구동
2022-03-03,포항자이 디오션,84.92,"62,470",경상북도 포항북구 항구동
2022-03-03,흥해 서희스타힐스 더 캐슬,84.9477,"25,485",경상북도 포항북구 흥해읍 옥성리
2022-03-03,힐스테이트 초곡,84.839,"37,775",경상북도 포항북구 흥해읍 초곡리
2022-03-04,포항자이 애서턴,84.9253,"50,080",경상북도 포항북구 학잠동
2022-03-04,포항자이 애서턴,125.9389,"77,290",경상북도 포항북구 학잠동
2022-03-04,포항자이 애서턴,84.9253,"50,860",경상북도 포항북구 학잠동
2022-03-04,포항자이 애서턴,101.9744,"65,000",경상북도 포항북구 학잠동
2022-03-04,포항자이 애서턴,84.9253,"50,840",경상북도 포항북구 학잠동
2022-03-04,포항자이 디오션,84.97,"59,520",경상북도 포항북구 항구동
2022-03-04,포항자이 디오션,84.97,"62,720",경상북도 포항북구 항구동
2022-03-04,한화 포레나 포항,84.5162,"34,800",경상북도 포항북구 흥해읍 이인리
2022-03-05,포항 양학 신원아침도시 퀘렌시아,62.2954,"24,535",경상북도 포항북구 득량동
2022-03-05,포항자이 애서턴,84.9253,"51,720",경상북도 포항북구 학잠동
2022-03-05,포항자이 디오션,84.92,"63,200",경상북도 포항북구 항구동
2022-03-05,포항자이 디오션,84.85,"63,550",경상북도 포항북구 항구동
2022-03-06,포항 양학 신원아침도시 퀘렌시아,62.3,"24,935",경상북도 포항북구 득량동
2022-03-06,포항자이 애서턴,101.9526,"70,300",경상북도 포항북구 학잠동
2022-03-06,포항자이 애서턴,84.9253,"50,000",경상북도 포항북구 학잠동
2022-03-06,포항자이 애서턴,84.9253,"49,800",경상북도 포항북구 학잠동
2022-03-07,포항 아이파크,84.5134,"35,600",경상북도 포항남구 오천읍 용산리
2022-03-07,포항자이 애서턴,101.8942,"64,070",경상북도 포항북구 학잠동
2022-03-07,포항자이 디오션,84.97,"61,070",경상북도 포항북구 항구동
2022-03-07,포항자이 디오션,84.97,"61,270",경상북도 포항북구 항구동
2022-03-08,포항자이 애서턴,125.9389,"77,390",경상북도 포항북구 학잠동
2022-03-08,포항자이 애서턴,84.9146,"50,640",경상북도 포항북구 학잠동
2022-03-08,포항자이 디오션,84.92,"62,370",경상북도 포항북구 항구동
2022-03-08,한화 포레나 포항,109.4477,"51,790",경상북도 포항북구 흥해읍 이인리
2022-03-09,포항 아이파크,101.6515,"46,290",경상북도 포항남구 오천읍 용산리
2022-03-09,포항 아이파크,84.5134,"35,300",경상북도 포항남구 오천읍 용산리
2022-03-09,포항 양학 신원아침도시 퀘렌시아,109.2668,"44,980",경상북도 포항북구 득량동
2022-03-09,포항자이 애서턴,84.9253,"50,810",경상북도 포항북구 학잠동
2022-03-09,포항자이 애서턴,84.9146,"51,140",경상북도 포항북구 학잠동
2022-03-09,포항자이 애서턴,84.9146,"52,060",경상북도 포항북구 학잠동
2022-03-10,포항 아이파크,84.5134,"35,700",경상북도 포항남구 오천읍 용산리
2022-03-10,포항 아이파크,84.5134,"35,470",경상북도 포항남구 오천읍 용산리
2022-03-10,포항자이 애서턴,101.9744,"64,150",경상북도 포항북구 학잠동
2022-03-10,포항자이 애서턴,84.9146,"50,590",경상북도 포항북구 학잠동
2022-03-10,포항자이 애서턴,84.9253,"47,470",경상북도 포항북구 학잠동
2022-03-10,포항자이 애서턴,84.9146,"51,420",경상북도 포항북구 학잠동
2022-03-10,포항자이 애서턴,84.9253,"52,020",경상북도 포항북구 학잠동
2022-03-10,포항자이 디오션,84.92,"65,050",경상북도 포항북구 항구동
2022-03-10,포항자이 디오션,84.92,"62,370",경상북도 포항북구 항구동
2022-03-10,KTX포항역 삼구 트리니엔,84.9947,"33,868",경상북도 포항북구 흥해읍 이인리
2022-03-10,KTX포항역 삼구 트리니엔,84.9947,"33,690",경상북도 포항북구 흥해읍 이인리
2022-03-10,한화 포레나 포항,84.8901,"35,200",경상북도 포항북구 흥해읍 이인리
2022-03-10,힐스테이트 초곡,59.941,"25,500",경상북도 포항북구 흥해읍 초곡리
2022-03-11,포항 아이파크,84.5134,"35,850",경상북도 포항남구 오천읍 용산리
2022-03-11,포항자이 애서턴,84.9146,"51,200",경상북도 포항북구 학잠동
2022-03-11,포항자이 디오션,84.92,"64,950",경상북도 포항북구 항구동
2022-03-11,포항자이 디오션,84.92,"61,440",경상북도 포항북구 항구동
2022-03-11,흥해 서희스타힐스 더 캐슬,59.9925,"20,090",경상북도 포항북구 흥해읍 옥성리
2022-03-11,KTX포항역 삼구 트리니엔,67.9916,"25,420",경상북도 포항북구 흥해읍 이인리
2022-03-12,힐스테이트포항,84.8786,"30,477",경상북도 포항남구 오천읍 원리
2022-03-12,포항자이 애서턴,101.8942,"62,080",경상북도 포항북구 학잠동
2022-03-12,포항자이 애서턴,84.9146,"47,690",경상북도 포항북구 학잠동
2022-03-12,포항자이 디오션,84.97,"61,790",경상북도 포항북구 항구동
2022-03-12,한화 포레나 포항,75.999,"33,530",경상북도 포항북구 흥해읍 이인리
2022-03-13,포항자이 애서턴,84.9253,"51,720",경상북도 포항북구 학잠동
2022-03-13,포항자이 디오션,84.97,"63,750",경상북도 포항북구 항구동
2022-03-13,포항자이 디오션,84.85,"64,280",경상북도 포항북구 항구동
2022-03-13,포항자이 디오션,84.92,"64,950",경상북도 포항북구 항구동
2022-03-14,포항 아이파크,84.5134,"35,370",경상북도 포항남구 오천읍 용산리
2022-03-14,힐스테이트포항,84.8786,"29,499",경상북도 포항남구 오천읍 원리
2022-03-14,포항자이 애서턴,84.9146,"51,170",경상북도 포항북구 학잠동
2022-03-14,포항자이 애서턴,84.9253,"51,620",경상북도 포항북구 학잠동
2022-03-14,포항자이 애서턴,101.9744,"62,160",경상북도 포항북구 학잠동
2022-03-14,포항자이 애서턴,84.9146,"50,900",경상북도 포항북구 학잠동
2022-03-14,포항자이 디오션,84.92,"63,400",경상북도 포항북구 항구동
2022-03-14,포항자이 디오션,84.92,"63,400",경상북도 포항북구 항구동
2022-03-14,포항자이 디오션,84.97,"57,650",경상북도 포항북구 항구동
2022-03-14,포항자이 디오션,84.97,"62,720",경상북도 포항북구 항구동
2022-03-14,포항자이 디오션,84.97,"59,520",경상북도 포항북구 항구동
2022-03-14,포항자이 디오션,84.97,"61,270",경상북도 포항북구 항구동
2022-03-14,포항자이 디오션,84.92,"61,340",경상북도 포항북구 항구동
2022-03-14,포항자이 디오션,84.92,"62,420",경상북도 포항북구 항구동
2022-03-14,포항자이 디오션,84.97,"61,270",경상북도 포항북구 항구동
2022-03-14,포항자이 디오션,84.92,"62,270",경상북도 포항북구 항구동
2022-03-14,포항자이 디오션,84.97,"59,620",경상북도 포항북구 항구동
2022-03-14,포항자이 디오션,84.92,"62,370",경상북도 포항북구 항구동
2022-03-14,포항자이 디오션,84.85,"62,320",경상북도 포항북구 항구동
2022-03-14,포항자이 디오션,84.85,"63,350",경상북도 포항북구 항구동
2022-03-14,포항자이 디오션,84.92,"62,370",경상북도 포항북구 항구동
2022-03-14,포항자이 디오션,84.92,"63,400",경상북도 포항북구 항구동
2022-03-14,포항자이 디오션,84.97,"59,520",경상북도 포항북구 항구동
2022-03-14,포항자이 디오션,84.92,"60,510",경상북도 포항북구 항구동
2022-03-14,포항자이 디오션,84.92,"65,150",경상북도 포항북구 항구동
2022-03-14,포항자이 디오션,84.97,"60,760",경상북도 포항북구 항구동
2022-03-14,포항자이 디오션,84.92,"61,340",경상북도 포항북구 항구동
2022-03-14,KTX포항역 삼구 트리니엔,84.9947,"33,395",경상북도 포항북구 흥해읍 이인리
2022-03-15,포항 아이파크,84.5134,"35,600",경상북도 포항남구 오천읍 용산리
2022-03-15,포항 아이파크,84.5134,"34,700",경상북도 포항남구 오천읍 용산리
2022-03-15,포항자이 애서턴,84.9253,"47,270",경상북도 포항북구 학잠동
2022-03-15,포항자이 디오션,84.97,"62,820",경상북도 포항북구 항구동
2022-03-15,포항자이 디오션,84.92,"62,370",경상북도 포항북구 항구동
2022-03-15,포항자이 디오션,84.97,"59,620",경상북도 포항북구 항구동
2022-03-15,포항자이 디오션,84.97,"61,890",경상북도 포항북구 항구동
2022-03-15,포항자이 디오션,84.97,"58,680",경상북도 포항북구 항구동
2022-03-15,포항자이 디오션,84.92,"62,370",경상북도 포항북구 항구동
2022-03-15,포항자이 디오션,84.97,"59,720",경상북도 포항북구 항구동
2022-03-15,포항자이 디오션,84.97,"59,830",경상북도 포항북구 항구동
2022-03-15,포항자이 디오션,84.97,"60,860",경상북도 포항북구 항구동
2022-03-15,포항자이 디오션,84.92,"63,400",경상북도 포항북구 항구동
2022-03-15,KTX포항역 삼구 트리니엔,84.9947,"32,890",경상북도 포항북구 흥해읍 이인리
2022-03-15,KTX포항역 삼구 트리니엔,67.9916,"25,640",경상북도 포항북구 흥해읍 이인리
2022-03-15,KTX포항역 삼구 트리니엔,67.9916,"25,420",경상북도 포항북구 흥해읍 이인리
2022-03-15,한화 포레나 포항,84.8901,"36,580",경상북도 포항북구 흥해읍 이인리
2022-03-16,힐스테이트포항,74.8151,"27,391",경상북도 포항남구 오천읍 원리
2022-03-16,포항자이 애서턴,101.9361,"63,690",경상북도 포항북구 학잠동
2022-03-16,포항자이 디오션,84.85,"63,350",경상북도 포항북구 항구동
2022-03-16,포항자이 디오션,84.92,"63,400",경상북도 포항북구 항구동
2022-03-16,포항자이 디오션,84.92,"63,400",경상북도 포항북구 항구동
2022-03-16,포항자이 디오션,84.92,"63,500",경상북도 포항북구 항구동
2022-03-16,포항자이 디오션,84.92,"61,440",경상북도 포항북구 항구동
2022-03-16,포항자이 디오션,84.97,"58,680",경상북도 포항북구 항구동
2022-03-16,KTX포항역 삼구 트리니엔,84.9947,"32,390",경상북도 포항북구 흥해읍 이인리
2022-03-17,힐스테이트포항,59.9785,"22,919",경상북도 포항남구 오천읍 원리
2022-03-17,힐스테이트포항,74.8151,"27,553",경상북도 포항남구 오천읍 원리
2022-03-17,포항자이 애서턴,84.9409,"50,850",경상북도 포항북구 학잠동
2022-03-17,포항자이 애서턴,101.8942,"64,070",경상북도 포항북구 학잠동
2022-03-17,포항자이 애서턴,84.9409,"50,230",경상북도 포항북구 학잠동
2022-03-17,포항자이 애서턴,84.9409,"50,850",경상북도 포항북구 학잠동
2022-03-17,포항자이 애서턴,84.9409,"50,850",경상북도 포항북구 학잠동
2022-03-18,힐스테이트포항,84.8786,"30,430",경상북도 포항남구 오천읍 원리
2022-03-18,힐스테이트포항,59.9785,"21,725",경상북도 포항남구 오천읍 원리
2022-03-18,포항자이 디오션,84.97,"56,720",경상북도 포항북구 항구동
2022-03-18,포항자이 디오션,84.97,"63,320",경상북도 포항북구 항구동
2022-03-19,포항 아이파크,101.6515,"46,770",경상북도 포항남구 오천읍 용산리
2022-03-19,포항 아이파크,84.9913,"34,990",경상북도 포항남구 오천읍 용산리
2022-03-19,포항자이 애서턴,84.9253,"51,720",경상북도 포항북구 학잠동
