계약일,단지명,전용면적,거래금액(만원),층,시군구
2022-07-04,힐스테이트 환호공원 2블록,59.84,34250,21,경상북도 포항북구 양덕동
2022-07-04,힐스테이트 환호공원 2블록,84.84,51530,19,경상북도 포항북구 양덕동
2022-07-04,힐스테이트 환호공원 2블록,101.74,61670,19,경상북도 포항북구 양덕동
2022-07-04,힐스테이트 환호공원 2블록,84.84,52300,23,경상북도 포항북구 양덕동
2022-07-05,힐스테이트 환호공원 2블록,59.84,33130,11,경상북도 포항북구 양덕동
2022-07-05,힐스테이트 환호공원 2블록,84.84,49860,7,경상북도 포항북구 양덕동
2022-07-05,힐스테이트 환호공원 2블록,84.84,52300,22,경상북도 포항북구 양덕동
2022-07-05,힐스테이트 환호공원 2블록,84.84,53500,38,경상북도 포항북구 양덕동
2022-07-05,힐스테이트 환호공원 2블록,84.84,52300,30,경상북도 포항북구 양덕동
2022-07-05,힐스테이트 환호공원 2블록,84.84,50540,13,경상북도 포항북구 양덕동
2022-07-05,힐스테이트 환호공원 2블록,84.84,52300,32,경상북도 포항북구 양덕동
2022-07-05,힐스테이트 환호공원 2블록,101.74,62500,24,경상북도 포항북구 양덕동
2022-07-06,힐스테이트 환호공원 2블록,101.74,62600,25,경상북도 포항북구 양덕동
2022-07-08,힐스테이트 환호공원 2블록,59.97,33550,23,경상북도 포항북구 양덕동
2022-07-11,힐스테이트 환호공원 2블록,101.48,61960,30,경상북도 포항북구 양덕동
2022-07-11,힐스테이트 환호공원 2블록,59.84,34200,28,경상북도 포항북구 양덕동
2022-07-12,힐스테이트 환호공원 2블록,59.84,33950,29,경상북도 포항북구 양덕동
2022-07-16,힐스테이트 환호공원 2블록,101.48,61910,34,경상북도 포항북구 양덕동
2022-07-18,힐스테이트 환호공원 2블록,59.84,33790,17,경상북도 포항북구 양덕동
2022-07-21,힐스테이트 환호공원 2블록,101.48,61960,31,경상북도 포항북구 양덕동
2022-07-24,힐스테이트 환호공원 2블록,101.74,62400,30,경상북도 포항북구 양덕동
2022-07-25,힐스테이트 환호공원 2블록,84.84,51430,18,경상북도 포항북구 양덕동
2022-07-26,힐스테이트 환호공원 2블록,101.74,62600,29,경상북도 포항북구 양덕동
2022-07-26,힐스테이트 환호공원 2블록,101.74,60450,12,경상북도 포항북구 양덕동
2022-07-26,힐스테이트 환호공원 2블록,101.48,61760,24,경상북도 포항북구 양덕동
2022-07-26,힐스테이트 환호공원 2블록,101.74,62600,36,경상북도 포항북구 양덕동
2022-07-27,힐스테이트 환호공원 2블록,84.84,52300,28,경상북도 포항북구 양덕동
2022-07-27,힐스테이트 환호공원 2블록,84.84,52300,24,경상북도 포항북구 양덕동
2022-07-29,힐스테이트 환호공원 2블록,59.97,33650,38,경상북도 포항북구 양덕동
2022-07-29,힐스테이트 환호공원 2블록,84.84,51530,20,경상북도 포항북구 양덕동
2022-08-01,힐스테이트 환호공원 2블록,101.74,62570,32,경상북도 포항북구 양덕동
2022-08-01,힐스테이트 환호공원 2블록,84.84,52300,21,경상북도 포항북구 양덕동
2022-08-01,힐스테이트 환호공원 2블록,84.84,52300,29,경상북도 포항북구 양덕동
2022-08-03,힐스테이트 환호공원 2블록,59.84,34200,25,경상북도 포항북구 양덕동
2022-08-10,힐스테이트 환호공원 2블록,101.74,62600,37,경상북도 포항북구 양덕동
2022-08-11,힐스테이트 환호공원 2블록,101.74,62400,28,경상북도 포항북구 양덕동
2022-08-17,힐스테이트 환호공원 2블록,84.84,52280,22,경상북도 포항북구 양덕동
2022-08-23,힐스테이트 환호공원 2블록,84.84,52300,33,경상북도 포항북구 양덕동
2022-09-01,힐스테이트 환호공원 2블록,59.84,32980,13,경상북도 포항북구 양덕동
2022-09-01,힐스테이트 환호공원 2블록,101.74,62650,33,경상북도 포항북구 양덕동
2022-09-05,힐스테이트 환호공원 2블록,101.74,62600,23,경상북도 포항북구 양덕동
2022-09-05,힐스테이트 환호공원 2블록,84.84,51430,19,경상북도 포항북구 양덕동
2022-09-07,힐스테이트 환호공원 2블록,59.84,32980,15,경상북도 포항북구 양덕동
2022-09-08,힐스테이트 환호공원 2블록,84.84,50740,13,경상북도 포항북구 양덕동
2022-09-13,힐스테이트 환호공원 2블록,101.48,61960,30,경상북도 포항북구 양덕동
2022-09-14,힐스테이트 환호공원 2블록,84.84,52000,35,경상북도 포항북구 양덕동
2022-09-18,힐스테이트 환호공원 2블록,84.84,52250,22,경상북도 포항북구 양덕동
2022-09-18,힐스테이트 환호공원 2블록,84.84,52300,38,경상북도 포항북구 양덕동
2022-09-19,힐스테이트 환호공원 2블록,101.48,61925,30,경상북도 포항북구 양덕동
2022-09-19,힐스테이트 환호공원 2블록,101.74,62300,26,경상북도 포항북구 양덕동
2022-09-19,힐스테이트 환호공원 2블록,59.84,34230,33,경상북도 포항북구 양덕동
2022-09-20,힐스테이트 환호공원 2블록,84.84,52000,28,경상북도 포항북구 양덕동
2022-09-21,힐스테이트 환호공원 2블록,59.97,33350,28,경상북도 포항북구 양덕동
2022-09-21,힐스테이트 환호공원 2블록,101.48,61660,23,경상북도 포항북구 양덕동
2022-09-22,힐스테이트 환호공원 2블록,84.84,52000,26,경상북도 포항북구 양덕동
2022-09-22,힐스테이트 환호공원 2블록,84.88,51100,16,경상북도 포항북구 양덕동
2022-09-23,힐스테이트 환호공원 2블록,101.74,62600,24,경상북도 포항북구 양덕동
2022-10-12,힐스테이트 환호공원 2블록,101.48,61660,37,경상북도 포항북구 양덕동
2022-12-05,힐스테이트 환호공원 2블록,59.97,32360,14,경상북도 포항북구 양덕동
2022-12-06,힐스테이트 환호공원 2블록,59.84,33790,17,경상북도 포항북구 양덕동
2022-12-07,힐스테이트 환호공원 2블록,101.48,61910,33,경상북도 포항북구 양덕동
2022-12-13,힐스테이트 환호공원 2블록,59.97,33350,28,경상북도 포항북구 양덕동
2022-12-13,힐스테이트 환호공원 2블록,59.97,33350,28,경상북도 포항북구 양덕동
2023-01-17,힐스테이트 환호공원 2블록,84.84,32470,8,경상북도 포항북구 양덕동
2023-02-07,힐스테이트 환호공원 2블록,59.84,32980,12,경상북도 포항북구 양덕동
2023-02-15,힐스테이트 환호공원 2블록,84.84,52000,32,경상북도 포항북구 양덕동
2023-02-28,힐스테이트 환호공원 2블록,59.84,33950,23,경상북도 포항북구 양덕동
2023-03-10,힐스테이트 환호공원 2블록,101.74,62300,38,경상북도 포항북구 양덕동
2023-03-11,힐스테이트 환호공원 2블록,101.74,62400,35,경상북도 포항북구 양덕동
2023-03-12,힐스테이트 환호공원 2블록,101.74,62600,32,경상북도 포항북구 양덕동
2023-03-20,힐스테이트 환호공원 2블록,101.74,62300,24,경상북도 포항북구 양덕동
2023-03-20,힐스테이트 환호공원 2블록,59.97,32860,19,경상북도 포항북구 양덕동
2023-03-21,힐스테이트 환호공원 2블록,101.48,61660,22,경상북도 포항북구 양덕동
2023-03-21,힐스테이트 환호공원 2블록,101.74,62700,31,경상북도 포항북구 양덕동
2023-04-12,힐스테이트 환호공원 2블록,101.48,61660,33,경상북도 포항북구 양덕동
2023-04-12,힐스테이트 환호공원 2블록,101.74,62060,36,경상북도 포항북구 양덕동
2023-04-12,힐스테이트 환호공원 2블록,101.74,62300,38,경상북도 포항북구 양덕동
2023-04-17,힐스테이트 환호공원 2블록,59.84,33490,18,경상북도 포항북구 양덕동
2023-04-26,힐스테이트 환호공원 2블록,84.84,52550,38,경상북도 포항북구 양덕동
2023-05-01,힐스테이트 환호공원 2블록,101.48,61600,25,경상북도 포항북구 양덕동
2022-01-19,포항자이 애서턴,125.94,78840,27,경상북도 포항북구 학잠동
2022-01-19,포항자이 애서턴,125.94,78640,23,경상북도 포항북구 학잠동
2022-01-19,포항자이 애서턴,101.89,63120,18,경상북도 포항북구 학잠동
2022-01-19,포항자이 애서턴,84.93,51060,18,경상북도 포항북구 학잠동
2022-01-20,포항자이 애서턴,84.93,50960,11,경상북도 포항북구 학잠동
2022-01-20,포항자이 애서턴,84.93,50860,10,경상북도 포항북구 학잠동
2022-01-21,포항자이 애서턴,84.91,51440,30,경상북도 포항북구 학잠동
2022-01-21,포항자이 애서턴,84.91,51930,25,경상북도 포항북구 학잠동
2022-01-21,포항자이 애서턴,84.91,52160,29,경상북도 포항북구 학잠동
2022-01-21,포항자이 애서턴,84.91,51440,22,경상북도 포항북구 학잠동
2022-01-22,포항자이 애서턴,84.91,51910,37,경상북도 포항북구 학잠동
2022-01-22,포항자이 애서턴,84.91,51440,27,경상북도 포항북구 학잠동
2022-01-22,포항자이 애서턴,101.89,62130,9,경상북도 포항북구 학잠동
2022-01-22,포항자이 애서턴,84.91,51940,35,경상북도 포항북구 학잠동
2022-01-22,포항자이 애서턴,101.95,70100,3,경상북도 포항북구 학잠동
2022-01-22,포항자이 애서턴,84.93,51820,24,경상북도 포항북구 학잠동
2022-01-22,포항자이 애서턴,84.93,51720,24,경상북도 포항북구 학잠동
2022-01-23,포항자이 애서턴,101.89,64370,30,경상북도 포항북구 학잠동
2022-01-24,포항자이 애서턴,84.93,50960,14,경상북도 포항북구 학잠동
2022-01-24,포항자이 애서턴,84.91,51860,32,경상북도 포항북구 학잠동
2022-01-24,포항자이 애서턴,84.94,51791,32,경상북도 포항북구 학잠동
2022-01-25,포항자이 애서턴,101.89,63970,29,경상북도 포항북구 학잠동
2022-01-25,포항자이 애서턴,101.97,65000,35,경상북도 포항북구 학잠동
2022-01-26,포항자이 애서턴,101.89,63970,29,경상북도 포항북구 학잠동
2022-01-26,포항자이 애서턴,84.93,50910,14,경상북도 포항북구 학잠동
2022-01-26,포항자이 애서턴,101.97,65000,37,경상북도 포항북구 학잠동
2022-01-26,포항자이 애서턴,84.94,50450,15,경상북도 포항북구 학잠동
2022-01-26,포항자이 애서턴,101.97,65400,28,경상북도 포항북구 학잠동
2022-01-26,포항자이 애서턴,84.93,51620,21,경상북도 포항북구 학잠동
2022-01-26,포항자이 애서턴,101.89,64070,23,경상북도 포항북구 학잠동
2022-01-26,포항자이 애서턴,84.94,51250,34,경상북도 포항북구 학잠동
2022-01-27,포항자이 애서턴,84.93,51620,24,경상북도 포항북구 학잠동
2022-01-27,포항자이 애서턴,84.91,51960,31,경상북도 포항북구 학잠동
2022-01-27,포항자이 애서턴,84.91,51200,11,경상북도 포항북구 학잠동
2022-01-27,포항자이 애서턴,84.94,51350,29,경상북도 포항북구 학잠동
2022-01-27,포항자이 애서턴,101.89,63120,17,경상북도 포항북구 학잠동
2022-01-27,포항자이 애서턴,84.93,50860,14,경상북도 포항북구 학잠동
2022-01-28,포항자이 애서턴,84.93,51040,18,경상북도 포항북구 학잠동
2022-01-28,포항자이 애서턴,84.91,51960,34,경상북도 포항북구 학잠동
2022-01-28,포항자이 애서턴,84.91,51300,15,경상북도 포항북구 학잠동
2022-01-28,포항자이 애서턴,101.95,67400,1,경상북도 포항북구 학잠동
2022-01-29,포항자이 애서턴,84.93,50910,18,경상북도 포항북구 학잠동
2022-02-02,포항자이 애서턴,84.93,51720,21,경상북도 포항북구 학잠동
2022-02-03,포항자이 애서턴,101.89,63970,20,경상북도 포항북구 학잠동
2022-02-03,포항자이 애서턴,84.93,50860,19,경상북도 포항북구 학잠동
2022-02-03,포항자이 애서턴,84.93,50760,15,경상북도 포항북구 학잠동
2022-02-04,포항자이 애서턴,84.93,51060,17,경상북도 포항북구 학잠동
2022-02-04,포항자이 애서턴,101.89,64370,30,경상북도 포항북구 학잠동
2022-02-04,포항자이 애서턴,84.93,50050,5,경상북도 포항북구 학잠동
2022-02-04,포항자이 애서턴,125.94,78640,23,경상북도 포항북구 학잠동
2022-02-04,포항자이 애서턴,84.93,51620,21,경상북도 포항북구 학잠동
2022-02-04,포항자이 애서턴,84.91,52060,25,경상북도 포항북구 학잠동
2022-02-04,포항자이 애서턴,84.93,50960,13,경상북도 포항북구 학잠동
2022-02-04,포항자이 애서턴,84.91,51200,12,경상북도 포항북구 학잠동
2022-02-04,포항자이 애서턴,101.89,63020,10,경상북도 포항북구 학잠동
2022-02-04,포항자이 애서턴,84.93,50960,16,경상북도 포항북구 학잠동
2022-02-04,포항자이 애서턴,101.89,63320,14,경상북도 포항북구 학잠동
2022-02-04,포항자이 애서턴,84.93,50960,12,경상북도 포항북구 학잠동
2022-02-04,포항자이 애서턴,84.93,51620,30,경상북도 포항북구 학잠동
2022-02-04,포항자이 애서턴,84.94,51100,22,경상북도 포항북구 학잠동
2022-02-04,포항자이 애서턴,125.94,78490,19,경상북도 포항북구 학잠동
2022-02-04,포항자이 애서턴,84.93,51620,24,경상북도 포항북구 학잠동
2022-02-04,포항자이 애서턴,101.97,65000,36,경상북도 포항북구 학잠동
2022-02-04,포항자이 애서턴,101.89,64070,20,경상북도 포항북구 학잠동
2022-02-04,포항자이 애서턴,101.89,63100,19,경상북도 포항북구 학잠동
2022-02-04,포항자이 애서턴,84.93,51620,27,경상북도 포항북구 학잠동
2022-02-04,포항자이 애서턴,84.93,51320,25,경상북도 포항북구 학잠동
2022-02-04,포항자이 애서턴,84.93,51720,29,경상북도 포항북구 학잠동
2022-02-04,포항자이 애서턴,84.94,51250,25,경상북도 포항북구 학잠동
2022-02-04,포항자이 애서턴,101.89,64270,23,경상북도 포항북구 학잠동
2022-02-04,포항자이 애서턴,101.89,63120,19,경상북도 포항북구 학잠동
2022-02-04,포항자이 애서턴,84.93,51720,21,경상북도 포항북구 학잠동
2022-02-04,포항자이 애서턴,84.93,50100,6,경상북도 포항북구 학잠동
2022-02-04,포항자이 애서턴,84.93,51620,29,경상북도 포항북구 학잠동
2022-02-04,포항자이 애서턴,101.89,63020,15,경상북도 포항북구 학잠동
2022-02-04,포항자이 애서턴,84.93,51820,22,경상북도 포항북구 학잠동
2022-02-04,포항자이 애서턴,101.97,65000,31,경상북도 포항북구 학잠동
2022-02-04,포항자이 애서턴,101.89,64170,22,경상북도 포항북구 학잠동
2022-02-05,포항자이 애서턴,84.93,47570,1,경상북도 포항북구 학잠동
2022-02-05,포항자이 애서턴,84.91,51960,26,경상북도 포항북구 학잠동
2022-02-05,포항자이 애서턴,101.89,63970,22,경상북도 포항북구 학잠동
2022-02-05,포항자이 애서턴,84.93,51820,26,경상북도 포항북구 학잠동
2022-02-05,포항자이 애서턴,125.94,78440,21,경상북도 포항북구 학잠동
2022-02-05,포항자이 애서턴,84.93,50960,18,경상북도 포항북구 학잠동
2022-02-05,포항자이 애서턴,101.89,63020,12,경상북도 포항북구 학잠동
2022-02-05,포항자이 애서턴,84.94,51350,34,경상북도 포항북구 학잠동
2022-02-05,포항자이 애서턴,101.95,67300,1,경상북도 포항북구 학잠동
2022-02-05,포항자이 애서턴,84.93,49340,4,경상북도 포항북구 학잠동
2022-02-05,포항자이 애서턴,101.89,63970,24,경상북도 포항북구 학잠동
2022-02-05,포항자이 애서턴,84.93,50860,18,경상북도 포항북구 학잠동
2022-02-05,포항자이 애서턴,101.89,62080,5,경상북도 포항북구 학잠동
2022-02-05,포항자이 애서턴,84.93,50100,7,경상북도 포항북구 학잠동
2022-02-05,포항자이 애서턴,125.94,77290,19,경상북도 포항북구 학잠동
2022-02-05,포항자이 애서턴,101.89,61140,3,경상북도 포항북구 학잠동
2022-02-05,포항자이 애서턴,84.91,52160,24,경상북도 포항북구 학잠동
2022-02-05,포항자이 애서턴,84.93,50050,5,경상북도 포항북구 학잠동
2022-02-05,포항자이 애서턴,101.94,64190,31,경상북도 포항북구 학잠동
2022-02-05,포항자이 애서턴,101.94,63990,37,경상북도 포항북구 학잠동
2022-02-05,포항자이 애서턴,84.93,51620,27,경상북도 포항북구 학잠동
2022-02-05,포항자이 애서턴,84.91,51440,31,경상북도 포항북구 학잠동
2022-02-05,포항자이 애서턴,125.94,78640,26,경상북도 포항북구 학잠동
2022-02-05,포항자이 애서턴,101.89,63020,11,경상북도 포항북구 학잠동
2022-02-05,포항자이 애서턴,84.91,52060,22,경상북도 포항북구 학잠동
2022-02-05,포항자이 애서턴,84.93,49340,3,경상북도 포항북구 학잠동
2022-02-05,포항자이 애서턴,84.91,52640,25,경상북도 포항북구 학잠동
2022-02-05,포항자이 애서턴,84.91,51640,30,경상북도 포항북구 학잠동
2022-02-05,포항자이 애서턴,84.94,50250,8,경상북도 포항북구 학잠동
2022-02-06,포항자이 애서턴,84.93,50960,10,경상북도 포항북구 학잠동
2022-02-06,포항자이 애서턴,84.93,50860,14,경상북도 포항북구 학잠동
2022-02-06,포항자이 애서턴,84.94,49650,9,경상북도 포항북구 학잠동
2022-02-06,포항자이 애서턴,101.94,63990,32,경상북도 포항북구 학잠동
2022-02-06,포항자이 애서턴,84.91,51960,22,경상북도 포항북구 학잠동
2022-02-06,포항자이 애서턴,84.93,51620,26,경상북도 포항북구 학잠동
2022-02-06,포항자이 애서턴,101.97,65000,34,경상북도 포항북구 학잠동
2022-02-06,포항자이 애서턴,84.94,49650,5,경상북도 포항북구 학잠동
2022-02-06,포항자이 애서턴,84.93,50860,13,경상북도 포항북구 학잠동
2022-02-06,포항자이 애서턴,101.89,63020,13,경상북도 포항북구 학잠동
2022-02-06,포항자이 애서턴,84.91,51440,35,경상북도 포항북구 학잠동
2022-02-06,포항자이 애서턴,84.93,50300,9,경상북도 포항북구 학잠동
2022-02-06,포항자이 애서턴,84.93,51720,23,경상북도 포항북구 학잠동
2022-02-06,포항자이 애서턴,125.94,77390,19,경상북도 포항북구 학잠동
2022-02-06,포항자이 애서턴,101.89,63220,16,경상북도 포항북구 학잠동
2022-02-06,포항자이 애서턴,84.93,50100,8,경상북도 포항북구 학잠동
2022-02-06,포항자이 애서턴,101.97,64900,28,경상북도 포항북구 학잠동
2022-02-06,포항자이 애서턴,84.91,51200,14,경상북도 포항북구 학잠동
2022-02-06,포항자이 애서턴,101.89,63120,13,경상북도 포항북구 학잠동
2022-02-06,포항자이 애서턴,101.89,64170,23,경상북도 포항북구 학잠동
2022-02-06,포항자이 애서턴,84.91,50430,9,경상북도 포항북구 학잠동
2022-02-07,포항자이 애서턴,84.93,51820,28,경상북도 포항북구 학잠동
2022-02-07,포항자이 애서턴,84.93,51820,20,경상북도 포항북구 학잠동
2022-02-07,포항자이 애서턴,101.89,64370,30,경상북도 포항북구 학잠동
2022-02-07,포항자이 애서턴,84.91,50430,6,경상북도 포항북구 학잠동
2022-02-07,포항자이 애서턴,84.93,50860,18,경상북도 포항북구 학잠동
2022-02-07,포항자이 애서턴,84.93,51620,27,경상북도 포항북구 학잠동
2022-02-07,포항자이 애서턴,125.94,78440,24,경상북도 포항북구 학잠동
2022-02-07,포항자이 애서턴,84.93,52020,25,경상북도 포항북구 학잠동
2022-02-07,포항자이 애서턴,84.93,50100,6,경상북도 포항북구 학잠동
2022-02-07,포항자이 애서턴,125.94,78440,22,경상북도 포항북구 학잠동
2022-02-07,포항자이 애서턴,101.97,64300,29,경상북도 포항북구 학잠동
2022-02-07,포항자이 애서턴,84.93,48580,2,경상북도 포항북구 학잠동
2022-02-07,포항자이 애서턴,84.93,50860,11,경상북도 포항북구 학잠동
2022-02-07,포항자이 애서턴,101.89,62080,8,경상북도 포항북구 학잠동
2022-02-07,포항자이 애서턴,84.93,51060,17,경상북도 포항북구 학잠동
2022-02-07,포항자이 애서턴,84.91,52060,21,경상북도 포항북구 학잠동
2022-02-07,포항자이 애서턴,101.94,63990,28,경상북도 포항북구 학잠동
2022-02-07,포항자이 애서턴,84.93,51620,23,경상북도 포항북구 학잠동
2022-02-08,포항자이 애서턴,101.89,63970,24,경상북도 포항북구 학잠동
2022-02-08,포항자이 애서턴,84.93,48530,2,경상북도 포항북구 학잠동
2022-02-08,포항자이 애서턴,84.94,50400,17,경상북도 포항북구 학잠동
2022-02-08,포항자이 애서턴,84.91,51960,26,경상북도 포항북구 학잠동
2022-02-08,포항자이 애서턴,84.94,51150,25,경상북도 포항북구 학잠동
2022-02-08,포항자이 애서턴,101.89,63120,19,경상북도 포항북구 학잠동
2022-02-08,포항자이 애서턴,101.89,62030,7,경상북도 포항북구 학잠동
2022-02-08,포항자이 애서턴,84.93,49340,4,경상북도 포항북구 학잠동
2022-02-08,포항자이 애서턴,84.93,50860,14,경상북도 포항북구 학잠동
2022-02-08,포항자이 애서턴,101.89,63020,18,경상북도 포항북구 학잠동
2022-02-08,포항자이 애서턴,101.97,65000,30,경상북도 포항북구 학잠동
2022-02-08,포항자이 애서턴,84.93,50860,18,경상북도 포항북구 학잠동
2022-02-08,포항자이 애서턴,84.91,51440,28,경상북도 포항북구 학잠동
2022-02-08,포항자이 애서턴,84.93,50100,9,경상북도 포항북구 학잠동
2022-02-08,포항자이 애서턴,84.93,51620,32,경상북도 포항북구 학잠동
2022-02-08,포항자이 애서턴,101.94,61170,3,경상북도 포항북구 학잠동
2022-02-08,포항자이 애서턴,84.93,51600,29,경상북도 포항북구 학잠동
2022-02-08,포항자이 애서턴,84.93,51720,26,경상북도 포항북구 학잠동
2022-02-08,포항자이 애서턴,84.93,50100,5,경상북도 포항북구 학잠동
2022-02-08,포항자이 애서턴,101.97,64950,31,경상북도 포항북구 학잠동
2022-02-08,포항자이 애서턴,84.93,50100,7,경상북도 포항북구 학잠동
2022-02-08,포항자이 애서턴,84.93,47770,1,경상북도 포항북구 학잠동
2022-02-08,포항자이 애서턴,84.94,49650,6,경상북도 포항북구 학잠동
2022-02-08,포항자이 애서턴,84.91,51200,19,경상북도 포항북구 학잠동
2022-02-08,포항자이 애서턴,84.91,51960,25,경상북도 포항북구 학잠동
2022-02-08,포항자이 애서턴,84.91,51440,31,경상북도 포항북구 학잠동
2022-02-08,포항자이 애서턴,84.93,50050,9,경상북도 포항북구 학잠동
2022-02-08,포항자이 애서턴,101.89,63020,12,경상북도 포항북구 학잠동
2022-02-08,포항자이 애서턴,101.89,63920,21,경상북도 포항북구 학잠동
2022-02-09,포항자이 애서턴,84.93,51060,16,경상북도 포항북구 학잠동
2022-02-09,포항자이 애서턴,84.93,50860,15,경상북도 포항북구 학잠동
2022-02-09,포항자이 애서턴,84.91,50430,9,경상북도 포항북구 학잠동
2022-02-09,포항자이 애서턴,84.93,51620,20,경상북도 포항북구 학잠동
2022-02-09,포항자이 애서턴,84.93,50860,14,경상북도 포항북구 학잠동
2022-02-09,포항자이 애서턴,84.91,51960,21,경상북도 포항북구 학잠동
2022-02-09,포항자이 애서턴,84.93,50960,18,경상북도 포항북구 학잠동
2022-02-09,포항자이 애서턴,84.93,50100,8,경상북도 포항북구 학잠동
2022-02-09,포항자이 애서턴,84.93,50860,10,경상북도 포항북구 학잠동
2022-02-09,포항자이 애서턴,84.94,51150,26,경상북도 포항북구 학잠동
2022-02-09,포항자이 애서턴,84.97,56860,1,경상북도 포항북구 학잠동
2022-02-09,포항자이 애서턴,101.89,63120,17,경상북도 포항북구 학잠동
2022-02-09,포항자이 애서턴,84.91,51440,34,경상북도 포항북구 학잠동
2022-02-09,포항자이 애서턴,101.97,64250,32,경상북도 포항북구 학잠동
2022-02-09,포항자이 애서턴,101.94,62950,19,경상북도 포항북구 학잠동
2022-02-09,포항자이 애서턴,101.97,64350,35,경상북도 포항북구 학잠동
2022-02-09,포항자이 애서턴,84.91,51440,36,경상북도 포항북구 학잠동
2022-02-09,포항자이 애서턴,84.93,50860,11,경상북도 포항북구 학잠동
2022-02-09,포항자이 애서턴,101.95,69110,3,경상북도 포항북구 학잠동
2022-02-09,포항자이 애서턴,101.97,64350,36,경상북도 포항북구 학잠동
2022-02-10,포항자이 애서턴,101.97,64750,23,경상북도 포항북구 학잠동
2022-02-10,포항자이 애서턴,84.93,51620,26,경상북도 포항북구 학잠동
2022-02-10,포항자이 애서턴,84.91,50540,12,경상북도 포항북구 학잠동
2022-02-10,포항자이 애서턴,84.94,51150,22,경상북도 포항북구 학잠동
2022-02-10,포항자이 애서턴,101.97,64400,25,경상북도 포항북구 학잠동
2022-02-10,포항자이 애서턴,101.97,64400,26,경상북도 포항북구 학잠동
2022-02-10,포항자이 애서턴,101.89,63020,10,경상북도 포항북구 학잠동
2022-02-10,포항자이 애서턴,84.91,52110,23,경상북도 포항북구 학잠동
2022-02-10,포항자이 애서턴,84.93,50860,11,경상북도 포항북구 학잠동
2022-02-10,포항자이 애서턴,84.93,51620,20,경상북도 포항북구 학잠동
2022-02-10,포항자이 애서턴,84.94,51150,38,경상북도 포항북구 학잠동
2022-02-10,포항자이 애서턴,84.91,51200,17,경상북도 포항북구 학잠동
2022-02-10,포항자이 애서턴,101.89,63240,18,경상북도 포항북구 학잠동
2022-02-10,포항자이 애서턴,101.94,63990,35,경상북도 포항북구 학잠동
2022-02-10,포항자이 애서턴,84.91,51305,26,경상북도 포항북구 학잠동
2022-02-10,포항자이 애서턴,101.89,64270,26,경상북도 포항북구 학잠동
2022-02-10,포항자이 애서턴,101.94,63990,36,경상북도 포항북구 학잠동
2022-02-10,포항자이 애서턴,84.93,50100,9,경상북도 포항북구 학잠동
2022-02-10,포항자이 애서턴,84.91,51440,27,경상북도 포항북구 학잠동
2022-02-11,포항자이 애서턴,84.94,48850,4,경상북도 포항북구 학잠동
2022-02-11,포항자이 애서턴,101.95,66630,1,경상북도 포항북구 학잠동
2022-02-12,포항자이 애서턴,101.97,61460,4,경상북도 포항북구 학잠동
2022-02-12,포항자이 애서턴,84.94,47150,1,경상북도 포항북구 학잠동
2022-02-13,포항자이 애서턴,84.93,50960,13,경상북도 포항북구 학잠동
2022-02-13,포항자이 애서턴,84.91,51910,32,경상북도 포항북구 학잠동
2022-02-13,포항자이 애서턴,84.93,51720,25,경상북도 포항북구 학잠동
2022-02-13,포항자이 애서턴,84.93,51620,25,경상북도 포항북구 학잠동
2022-02-14,포항자이 애서턴,84.93,51720,28,경상북도 포항북구 학잠동
2022-02-14,포항자이 애서턴,101.89,63970,26,경상북도 포항북구 학잠동
2022-02-15,포항자이 애서턴,84.93,51470,29,경상북도 포항북구 학잠동
2022-02-15,포항자이 애서턴,84.94,51250,31,경상북도 포항북구 학잠동
2022-02-15,포항자이 애서턴,101.94,63990,22,경상북도 포항북구 학잠동
2022-02-15,포항자이 애서턴,84.93,50100,9,경상북도 포항북구 학잠동
2022-02-16,포항자이 애서턴,84.93,50080,7,경상북도 포항북구 학잠동
2022-02-17,포항자이 애서턴,84.93,50860,16,경상북도 포항북구 학잠동
2022-02-17,포항자이 애서턴,84.93,51620,21,경상북도 포항북구 학잠동
2022-02-17,포항자이 애서턴,84.93,51720,24,경상북도 포항북구 학잠동
2022-02-18,포항자이 애서턴,101.97,65000,37,경상북도 포항북구 학잠동
2022-02-18,포항자이 애서턴,101.95,68810,3,경상북도 포항북구 학잠동
2022-02-18,포항자이 애서턴,84.91,51180,12,경상북도 포항북구 학잠동
2022-02-18,포항자이 애서턴,101.89,63920,28,경상북도 포항북구 학잠동
2022-02-18,포항자이 애서턴,84.93,50860,14,경상북도 포항북구 학잠동
2022-02-18,포항자이 애서턴,101.89,64170,27,경상북도 포항북구 학잠동
2022-02-19,포항자이 애서턴,84.93,51620,23,경상북도 포항북구 학잠동
2022-02-19,포항자이 애서턴,84.93,50810,13,경상북도 포항북구 학잠동
2022-02-19,포항자이 애서턴,84.91,51960,35,경상북도 포항북구 학잠동
2022-02-19,포항자이 애서턴,101.89,63020,17,경상북도 포항북구 학잠동
2022-02-19,포항자이 애서턴,101.89,63020,18,경상북도 포항북구 학잠동
2022-02-20,포항자이 애서턴,84.94,51150,30,경상북도 포항북구 학잠동
2022-02-20,포항자이 애서턴,84.93,51570,23,경상북도 포항북구 학잠동
2022-02-21,포항자이 애서턴,101.97,64015,18,경상북도 포항북구 학잠동
2022-02-22,포항자이 애서턴,84.93,51620,20,경상북도 포항북구 학잠동
2022-02-22,포항자이 애서턴,101.89,63020,13,경상북도 포항북구 학잠동
2022-02-22,포항자이 애서턴,101.97,64050,23,경상북도 포항북구 학잠동
