계약일,단지명,전용면적,거래금액(만원),층,시군구
2022-08-19,삼구트리니엔 시그니처,85.00,48880,26,경상북도 포항북구 득량동
2022-08-22,삼구트리니엔 시그니처,85.00,50230,29,경상북도 포항북구 득량동
2022-09-06,삼구트리니엔 시그니처,85.00,48630,25,경상북도 포항북구 득량동
2022-09-06,삼구트리니엔 시그니처,85.00,48630,14,경상북도 포항북구 득량동
2022-09-14,삼구트리니엔 시그니처,85.00,48680,15,경상북도 포항북구 득량동
2022-09-27,삼구트리니엔 시그니처,84.99,48630,27,경상북도 포항북구 득량동
2022-11-10,삼구트리니엔 시그니처,85.00,48630,17,경상북도 포항북구 득량동
2022-12-20,삼구트리니엔 시그니처,84.99,48630,16,경상북도 포항북구 득량동
2022-12-23,삼구트리니엔 시그니처,85.00,48630,11,경상북도 포항북구 득량동
2023-02-10,삼구트리니엔 시그니처,85.00,48630,10,경상북도 포항북구 득량동
2023-02-10,삼구트리니엔 시그니처,85.00,48630,2,경상북도 포항북구 득량동
2023-04-19,삼구트리니엔 시그니처,84.99,48630,18,경상북도 포항북구 득량동
2023-04-19,삼구트리니엔 시그니처,85.00,48630,28,경상북도 포항북구 득량동
2023-04-20,삼구트리니엔 시그니처,85.00,48630,19,경상북도 포항북구 득량동
2023-04-20,삼구트리니엔 시그니처,85.00,47040,2,경상북도 포항북구 득량동
2023-04-20,삼구트리니엔 시그니처,85.00,48630,26,경상북도 포항북구 득량동
2023-04-25,삼구트리니엔 시그니처,85.00,48630,24,경상북도 포항북구 득량동
2023-04-28,삼구트리니엔 시그니처,85.00,48630,17,경상북도 포항북구 득량동
2022-01-03,포항 양학 신원아침도시 퀘렌시아,62.30,23369,1,경상북도 포항북구 득량동
2022-01-10,포항 양학 신원아침도시 퀘렌시아,60.64,26444,16,경상북도 포항북구 득량동
2022-01-10,포항 양학 신원아침도시 퀘렌시아,84.77,36058,4,경상북도 포항북구 득량동
2022-01-11,포항 양학 신원아침도시 퀘렌시아,60.64,26924,13,경상북도 포항북구 득량동
2022-01-27,포항 양학 신원아침도시 퀘렌시아,62.30,25601,20,경상북도 포항북구 득량동
2022-02-08,포항 양학 신원아침도시 퀘렌시아,53.71,19674,14,경상북도 포항북구 득량동
2022-02-19,포항 양학 신원아침도시 퀘렌시아,84.32,29743,7,경상북도 포항북구 득량동
2022-02-24,포항 양학 신원아침도시 퀘렌시아,84.77,35478,5,경상북도 포항북구 득량동
2022-03-02,포항 양학 신원아침도시 퀘렌시아,60.64,26231,10,경상북도 포항북구 득량동
2022-03-05,포항 양학 신원아침도시 퀘렌시아,62.30,24535,13,경상북도 포항북구 득량동
2022-03-06,포항 양학 신원아침도시 퀘렌시아,62.30,24935,16,경상북도 포항북구 득량동
2022-03-09,포항 양학 신원아침도시 퀘렌시아,109.27,44980,8,경상북도 포항북구 득량동
2022-03-21,포항 양학 신원아침도시 퀘렌시아,84.98,34318,3,경상북도 포항북구 득량동
2022-04-16,포항 양학 신원아침도시 퀘렌시아,84.77,38455,17,경상북도 포항북구 득량동
2022-04-17,포항 양학 신원아침도시 퀘렌시아,60.64,23598,1,경상북도 포항북구 득량동
2022-04-28,포항 양학 신원아침도시 퀘렌시아,84.77,34639,2,경상북도 포항북구 득량동
2022-05-02,포항 양학 신원아침도시 퀘렌시아,109.27,46790,17,경상북도 포항북구 득량동
2022-05-11,포항 양학 신원아침도시 퀘렌시아,60.64,24196,1,경상북도 포항북구 득량동
2022-05-18,포항 양학 신원아침도시 퀘렌시아,84.98,40120,11,경상북도 포항북구 득량동
2022-06-17,포항 양학 신원아침도시 퀘렌시아,53.71,20874,13,경상북도 포항북구 득량동
2022-06-23,포항 양학 신원아침도시 퀘렌시아,60.64,26261,10,경상북도 포항북구 득량동
2022-06-30,포항 양학 신원아침도시 퀘렌시아,84.98,38620,12,경상북도 포항북구 득량동
2022-07-02,포항 양학 신원아침도시 퀘렌시아,60.64,26532,5,경상북도 포항북구 득량동
2022-07-12,포항 양학 신원아침도시 퀘렌시아,60.64,24196,1,경상북도 포항북구 득량동
2022-08-08,포항 양학 신원아침도시 퀘렌시아,60.64,26802,19,경상북도 포항북구 득량동
2022-09-14,포항 양학 신원아침도시 퀘렌시아,84.77,34659,14,경상북도 포항북구 득량동
2022-09-17,포항 양학 신원아침도시 퀘렌시아,84.77,34374,10,경상북도 포항북구 득량동
2023-01-16,포항 양학 신원아침도시 퀘렌시아,60.64,21598,1,경상북도 포항북구 득량동
2023-01-30,포항 양학 신원아침도시 퀘렌시아,60.64,22428,8,경상북도 포항북구 득량동
2023-02-18,포항 양학 신원아침도시 퀘렌시아,84.98,30721,7,경상북도 포항북구 득량동
2023-02-20,포항 양학 신원아침도시 퀘렌시아,84.98,32079,7,경상북도 포항북구 득량동
2023-04-04,포항 양학 신원아침도시 퀘렌시아,84.98,38620,22,경상북도 포항북구 득량동
2023-04-18,포항 양학 신원아침도시 퀘렌시아,60.64,23024,15,경상북도 포항북구 득량동
2023-04-24,포항 양학 신원아침도시 퀘렌시아,109.27,43540,4,경상북도 포항북구 득량동
2023-04-27,포항 양학 신원아침도시 퀘렌시아,109.27,42780,8,경상북도 포항북구 득량동
2022-06-09,힐스테이트 환호공원 1블록,101.48,61960,30,경상북도 포항북구 양덕동
2022-06-10,힐스테이트 환호공원 1블록,101.48,62060,30,경상북도 포항북구 양덕동
2022-06-10,힐스테이트 환호공원 1블록,84.84,52400,37,경상북도 포항북구 양덕동
2022-06-13,힐스테이트 환호공원 1블록,59.84,33790,18,경상북도 포항북구 양덕동
2022-06-14,힐스테이트 환호공원 1블록,84.84,52270,26,경상북도 포항북구 양덕동
2022-06-15,힐스테이트 환호공원 1블록,84.88,52150,32,경상북도 포항북구 양덕동
2022-06-20,힐스테이트 환호공원 1블록,84.84,52300,30,경상북도 포항북구 양덕동
2022-06-20,힐스테이트 환호공원 1블록,101.74,62550,24,경상북도 포항북구 양덕동
2022-06-22,힐스테이트 환호공원 1블록,59.84,34150,23,경상북도 포항북구 양덕동
2022-06-23,힐스테이트 환호공원 1블록,59.84,32820,9,경상북도 포항북구 양덕동
2022-06-26,힐스테이트 환호공원 1블록,84.84,52350,34,경상북도 포항북구 양덕동
2022-06-27,힐스테이트 환호공원 1블록,84.84,52300,25,경상북도 포항북구 양덕동
2022-06-27,힐스테이트 환호공원 1블록,84.84,52280,38,경상북도 포항북구 양덕동
2022-06-27,힐스테이트 환호공원 1블록,101.74,62700,38,경상북도 포항북구 양덕동
2022-06-27,힐스테이트 환호공원 1블록,84.84,52300,29,경상북도 포항북구 양덕동
2022-06-27,힐스테이트 환호공원 1블록,101.74,62700,34,경상북도 포항북구 양덕동
2022-06-27,힐스테이트 환호공원 1블록,84.84,52300,32,경상북도 포항북구 양덕동
2022-06-27,힐스테이트 환호공원 1블록,84.84,52400,36,경상북도 포항북구 양덕동
2022-06-27,힐스테이트 환호공원 1블록,101.48,61960,24,경상북도 포항북구 양덕동
2022-06-27,힐스테이트 환호공원 1블록,101.74,62600,31,경상북도 포항북구 양덕동
2022-06-27,힐스테이트 환호공원 1블록,101.48,61960,26,경상북도 포항북구 양덕동
2022-06-27,힐스테이트 환호공원 1블록,84.84,52400,35,경상북도 포항북구 양덕동
2022-06-28,힐스테이트 환호공원 1블록,59.84,33760,17,경상북도 포항북구 양덕동
2022-06-28,힐스테이트 환호공원 1블록,101.48,62060,34,경상북도 포항북구 양덕동
2022-06-28,힐스테이트 환호공원 1블록,84.84,52300,32,경상북도 포항북구 양덕동
2022-06-28,힐스테이트 환호공원 1블록,84.84,52300,31,경상북도 포항북구 양덕동
2022-06-28,힐스테이트 환호공원 1블록,101.74,62700,23,경상북도 포항북구 양덕동
2022-06-28,힐스테이트 환호공원 1블록,101.48,60110,14,경상북도 포항북구 양덕동
2022-06-28,힐스테이트 환호공원 1블록,101.74,62900,35,경상북도 포항북구 양덕동
2022-06-28,힐스테이트 환호공원 1블록,84.84,52300,33,경상북도 포항북구 양덕동
2022-06-28,힐스테이트 환호공원 1블록,84.84,52270,34,경상북도 포항북구 양덕동
2022-06-28,힐스테이트 환호공원 1블록,101.74,62600,36,경상북도 포항북구 양덕동
2022-06-29,힐스테이트 환호공원 1블록,101.74,62600,29,경상북도 포항북구 양덕동
2022-06-29,힐스테이트 환호공원 1블록,101.74,62700,37,경상북도 포항북구 양덕동
2022-06-29,힐스테이트 환호공원 1블록,101.48,61960,35,경상북도 포항북구 양덕동
2022-06-29,힐스테이트 환호공원 1블록,101.74,62700,29,경상북도 포항북구 양덕동
2022-06-29,힐스테이트 환호공원 1블록,101.48,61960,33,경상북도 포항북구 양덕동
2022-06-29,힐스테이트 환호공원 1블록,84.88,52130,36,경상북도 포항북구 양덕동
2022-06-29,힐스테이트 환호공원 1블록,84.84,52300,29,경상북도 포항북구 양덕동
2022-06-29,힐스테이트 환호공원 1블록,84.84,50690,14,경상북도 포항북구 양덕동
2022-06-30,힐스테이트 환호공원 1블록,59.84,34250,28,경상북도 포항북구 양덕동
2022-06-30,힐스테이트 환호공원 1블록,84.84,51530,19,경상북도 포항북구 양덕동
2022-06-30,힐스테이트 환호공원 1블록,84.84,52300,24,경상북도 포항북구 양덕동
2022-06-30,힐스테이트 환호공원 1블록,84.84,52280,34,경상북도 포항북구 양덕동
2022-07-01,힐스테이트 환호공원 1블록,101.74,62600,31,경상북도 포항북구 양덕동
2022-07-01,힐스테이트 환호공원 1블록,84.84,51530,16,경상북도 포항북구 양덕동
2022-07-01,힐스테이트 환호공원 1블록,101.48,62060,37,경상북도 포항북구 양덕동
2022-07-01,힐스테이트 환호공원 1블록,101.48,61030,20,경상북도 포항북구 양덕동
2022-07-02,힐스테이트 환호공원 1블록,59.84,34250,22,경상북도 포항북구 양덕동
2022-07-02,힐스테이트 환호공원 1블록,101.74,61570,17,경상북도 포항북구 양덕동
2022-07-02,힐스테이트 환호공원 1블록,101.74,62600,32,경상북도 포항북구 양덕동
2022-07-03,힐스테이트 환호공원 1블록,101.48,61960,32,경상북도 포항북구 양덕동
2022-07-03,힐스테이트 환호공원 1블록,101.74,61670,19,경상북도 포항북구 양덕동
2022-07-03,힐스테이트 환호공원 1블록,59.84,34200,27,경상북도 포항북구 양덕동
2022-07-04,힐스테이트 환호공원 1블록,84.84,50690,11,경상북도 포항북구 양덕동
2022-07-04,힐스테이트 환호공원 1블록,84.84,52280,35,경상북도 포항북구 양덕동
2022-07-04,힐스테이트 환호공원 1블록,84.84,52200,36,경상북도 포항북구 양덕동
2022-07-04,힐스테이트 환호공원 1블록,84.88,52130,33,경상북도 포항북구 양덕동
2022-07-05,힐스테이트 환호공원 1블록,84.84,52280,27,경상북도 포항북구 양덕동
2022-07-05,힐스테이트 환호공원 1블록,84.88,51980,28,경상북도 포항북구 양덕동
2022-07-05,힐스테이트 환호공원 1블록,84.75,51460,31,경상북도 포항북구 양덕동
2022-07-05,힐스테이트 환호공원 1블록,101.74,61670,17,경상북도 포항북구 양덕동
2022-07-06,힐스테이트 환호공원 1블록,101.48,61960,36,경상북도 포항북구 양덕동
2022-07-14,힐스테이트 환호공원 1블록,84.84,52300,32,경상북도 포항북구 양덕동
2022-07-15,힐스테이트 환호공원 1블록,84.84,52300,21,경상북도 포항북구 양덕동
2022-07-16,힐스테이트 환호공원 1블록,84.84,52300,29,경상북도 포항북구 양덕동
2022-07-16,힐스테이트 환호공원 1블록,84.84,52270,25,경상북도 포항북구 양덕동
2022-07-18,힐스테이트 환호공원 1블록,59.84,33790,20,경상북도 포항북구 양덕동
2022-07-20,힐스테이트 환호공원 1블록,101.48,61900,31,경상북도 포항북구 양덕동
2022-07-21,힐스테이트 환호공원 1블록,101.74,62600,27,경상북도 포항북구 양덕동
2022-07-25,힐스테이트 환호공원 1블록,84.84,52280,26,경상북도 포항북구 양덕동
2022-07-26,힐스테이트 환호공원 1블록,84.84,52300,37,경상북도 포항북구 양덕동
2022-07-26,힐스테이트 환호공원 1블록,84.84,51580,20,경상북도 포항북구 양덕동
2022-07-26,힐스테이트 환호공원 1블록,101.74,61670,20,경상북도 포항북구 양덕동
2022-07-28,힐스테이트 환호공원 1블록,84.84,52300,37,경상북도 포항북구 양덕동
2022-07-28,힐스테이트 환호공원 1블록,101.74,62600,37,경상북도 포항북구 양덕동
2022-07-29,힐스테이트 환호공원 1블록,84.84,52300,23,경상북도 포항북구 양덕동
2022-08-27,힐스테이트 환호공원 1블록,101.48,62060,36,경상북도 포항북구 양덕동
2022-08-29,힐스테이트 환호공원 1블록,84.88,51100,17,경상북도 포항북구 양덕동
2022-08-30,힐스테이트 환호공원 1블록,101.48,61660,23,경상북도 포항북구 양덕동
2022-09-06,힐스테이트 환호공원 1블록,101.74,60750,13,경상북도 포항북구 양덕동
2022-09-10,힐스테이트 환호공원 1블록,101.74,57310,2,경상북도 포항북구 양덕동
2022-09-14,힐스테이트 환호공원 1블록,59.84,32470,7,경상북도 포항북구 양덕동
2022-09-15,힐스테이트 환호공원 1블록,101.74,62600,24,경상북도 포항북구 양덕동
2022-09-16,힐스테이트 환호공원 1블록,101.74,62600,30,경상북도 포항북구 양덕동
2022-09-19,힐스테이트 환호공원 1블록,59.97,33350,29,경상북도 포항북구 양덕동
2022-09-20,힐스테이트 환호공원 1블록,84.88,52130,36,경상북도 포항북구 양덕동
2022-09-20,힐스테이트 환호공원 1블록,101.74,57310,2,경상북도 포항북구 양덕동
2022-09-20,힐스테이트 환호공원 1블록,101.48,61660,32,경상북도 포항북구 양덕동
2022-09-21,힐스테이트 환호공원 1블록,84.84,52250,35,경상북도 포항북구 양덕동
2022-09-21,힐스테이트 환호공원 1블록,101.74,62300,24,경상북도 포항북구 양덕동
2022-09-21,힐스테이트 환호공원 1블록,101.74,62300,34,경상북도 포항북구 양덕동
2022-09-21,힐스테이트 환호공원 1블록,84.75,51610,33,경상북도 포항북구 양덕동
2022-10-05,힐스테이트 환호공원 1블록,101.74,62600,32,경상북도 포항북구 양덕동
2022-12-07,힐스테이트 환호공원 1블록,101.74,62300,35,경상북도 포항북구 양덕동
2023-01-04,힐스테이트 환호공원 1블록,101.74,62800,35,경상북도 포항북구 양덕동
2023-01-16,힐스테이트 환호공원 1블록,59.84,32470,8,경상북도 포항북구 양덕동
2023-02-14,힐스테이트 환호공원 1블록,101.48,61960,28,경상북도 포항북구 양덕동
2023-02-02,힐스테이트 환호공원 1블록,84.84,52300,38,경상북도 포항북구 양덕동
2023-02-07,힐스테이트 환호공원 1블록,101.74,62300,36,경상북도 포항북구 양덕동
2023-02-23,힐스테이트 환호공원 1블록,84.84,52000,37,경상북도 포항북구 양덕동
2023-03-10,힐스테이트 환호공원 1블록,84.84,52000,29,경상북도 포항북구 양덕동
2023-03-22,힐스테이트 환호공원 1블록,101.74,62550,28,경상북도 포항북구 양덕동
2023-04-17,힐스테이트 환호공원 1블록,101.74,62700,33,경상북도 포항북구 양덕동
2022-06-10,힐스테이트 환호공원 2블록,84.84,52300,26,경상북도 포항북구 양덕동
2022-06-11,힐스테이트 환호공원 2블록,101.48,61960,31,경상북도 포항북구 양덕동
2022-06-13,힐스테이트 환호공원 2블록,101.74,62700,21,경상북도 포항북구 양덕동
2022-06-14,힐스테이트 환호공원 2블록,101.74,62700,37,경상북도 포항북구 양덕동
2022-06-15,힐스테이트 환호공원 2블록,84.84,52300,28,경상북도 포항북구 양덕동
2022-06-16,힐스테이트 환호공원 2블록,84.84,49960,10,경상북도 포항북구 양덕동
2022-06-16,힐스테이트 환호공원 2블록,59.97,33650,30,경상북도 포항북구 양덕동
2022-06-16,힐스테이트 환호공원 2블록,84.84,52400,36,경상북도 포항북구 양덕동
2022-06-16,힐스테이트 환호공원 2블록,101.74,62700,31,경상북도 포항북구 양덕동
2022-06-18,힐스테이트 환호공원 2블록,101.74,62600,31,경상북도 포항북구 양덕동
2022-06-18,힐스테이트 환호공원 2블록,59.84,32720,9,경상북도 포항북구 양덕동
2022-06-20,힐스테이트 환호공원 2블록,101.48,61960,30,경상북도 포항북구 양덕동
2022-06-21,힐스테이트 환호공원 2블록,101.48,60060,14,경상북도 포항북구 양덕동
2022-06-22,힐스테이트 환호공원 2블록,101.74,62600,34,경상북도 포항북구 양덕동
2022-06-22,힐스테이트 환호공원 2블록,101.74,61650,19,경상북도 포항북구 양덕동
2022-06-23,힐스테이트 환호공원 2블록,101.74,61620,16,경상북도 포항북구 양덕동
2022-06-24,힐스테이트 환호공원 2블록,101.48,61960,32,경상북도 포항북구 양덕동
2022-06-25,힐스테이트 환호공원 2블록,59.84,34230,21,경상북도 포항북구 양덕동
2022-06-25,힐스테이트 환호공원 2블록,84.84,52300,36,경상북도 포항북구 양덕동
2022-06-26,힐스테이트 환호공원 2블록,84.84,52300,34,경상북도 포항북구 양덕동
2022-06-26,힐스테이트 환호공원 2블록,101.74,57610,2,경상북도 포항북구 양덕동
2022-06-26,힐스테이트 환호공원 2블록,84.84,50690,15,경상북도 포항북구 양덕동
2022-06-27,힐스테이트 환호공원 2블록,101.48,61960,22,경상북도 포항북구 양덕동
2022-06-27,힐스테이트 환호공원 2블록,101.74,61670,20,경상북도 포항북구 양덕동
2022-06-27,힐스테이트 환호공원 2블록,59.97,33160,16,경상북도 포항북구 양덕동
2022-06-27,힐스테이트 환호공원 2블록,59.97,32610,14,경상북도 포항북구 양덕동
2022-06-27,힐스테이트 환호공원 2블록,59.84,33690,18,경상북도 포항북구 양덕동
2022-06-27,힐스테이트 환호공원 2블록,59.97,33650,33,경상북도 포항북구 양덕동
2022-06-27,힐스테이트 환호공원 2블록,101.74,62700,34,경상북도 포항북구 양덕동
2022-06-27,힐스테이트 환호공원 2블록,84.84,52300,35,경상북도 포항북구 양덕동
2022-06-27,힐스테이트 환호공원 2블록,59.84,34250,34,경상북도 포항북구 양덕동
2022-06-27,힐스테이트 환호공원 2블록,101.74,62600,25,경상북도 포항북구 양덕동
2022-06-27,힐스테이트 환호공원 2블록,101.74,62600,36,경상북도 포항북구 양덕동
2022-06-27,힐스테이트 환호공원 2블록,84.84,52400,36,경상북도 포항북구 양덕동
2022-06-27,힐스테이트 환호공원 2블록,84.84,50690,15,경상북도 포항북구 양덕동
2022-06-27,힐스테이트 환호공원 2블록,84.84,51530,16,경상북도 포항북구 양덕동
2022-06-27,힐스테이트 환호공원 2블록,84.84,50720,11,경상북도 포항북구 양덕동
2022-06-27,힐스테이트 환호공원 2블록,101.74,62650,34,경상북도 포항북구 양덕동
2022-06-27,힐스테이트 환호공원 2블록,84.84,52300,36,경상북도 포항북구 양덕동
2022-06-27,힐스테이트 환호공원 2블록,84.84,52300,22,경상북도 포항북구 양덕동
2022-06-27,힐스테이트 환호공원 2블록,84.84,52300,28,경상북도 포항북구 양덕동
2022-06-27,힐스테이트 환호공원 2블록,84.84,52300,25,경상북도 포항북구 양덕동
2022-06-27,힐스테이트 환호공원 2블록,101.48,61960,34,경상북도 포항북구 양덕동
2022-06-27,힐스테이트 환호공원 2블록,84.84,52300,23,경상북도 포항북구 양덕동
2022-06-27,힐스테이트 환호공원 2블록,207.04,62060,36,경상북도 포항북구 양덕동
2022-06-27,힐스테이트 환호공원 2블록,84.84,52300,33,경상북도 포항북구 양덕동
2022-06-27,힐스테이트 환호공원 2블록,84.84,49960,9,경상북도 포항북구 양덕동
2022-06-27,힐스테이트 환호공원 2블록,84.84,52300,38,경상북도 포항북구 양덕동
2022-06-27,힐스테이트 환호공원 2블록,84.84,49940,9,경상북도 포항북구 양덕동
2022-06-27,힐스테이트 환호공원 2블록,84.84,52300,31,경상북도 포항북구 양덕동
2022-06-27,힐스테이트 환호공원 2블록,84.84,50690,13,경상북도 포항북구 양덕동
2022-06-28,힐스테이트 환호공원 2블록,101.74,62700,34,경상북도 포항북구 양덕동
2022-06-28,힐스테이트 환호공원 2블록,84.84,52300,27,경상북도 포항북구 양덕동
2022-06-28,힐스테이트 환호공원 2블록,101.48,61960,29,경상북도 포항북구 양덕동
2022-06-28,힐스테이트 환호공원 2블록,101.74,62600,30,경상북도 포항북구 양덕동
2022-06-28,힐스테이트 환호공원 2블록,101.48,61030,19,경상북도 포항북구 양덕동
2022-06-28,힐스테이트 환호공원 2블록,59.84,34250,32,경상북도 포항북구 양덕동
2022-06-28,힐스테이트 환호공원 2블록,59.84,32720,7,경상북도 포항북구 양덕동
2022-06-28,힐스테이트 환호공원 2블록,59.97,33600,27,경상북도 포항북구 양덕동
2022-06-28,힐스테이트 환호공원 2블록,101.48,61960,35,경상북도 포항북구 양덕동
2022-06-28,힐스테이트 환호공원 2블록,101.74,62650,31,경상북도 포항북구 양덕동
2022-06-28,힐스테이트 환호공원 2블록,84.84,52300,28,경상북도 포항북구 양덕동
2022-06-28,힐스테이트 환호공원 2블록,84.84,52300,37,경상북도 포항북구 양덕동
2022-06-28,힐스테이트 환호공원 2블록,59.97,32610,11,경상북도 포항북구 양덕동
2022-06-28,힐스테이트 환호공원 2블록,84.84,52300,26,경상북도 포항북구 양덕동
2022-06-28,힐스테이트 환호공원 2블록,101.74,61670,20,경상북도 포항북구 양덕동
2022-06-28,힐스테이트 환호공원 2블록,101.74,62600,32,경상북도 포항북구 양덕동
2022-06-28,힐스테이트 환호공원 2블록,101.74,60750,14,경상북도 포항북구 양덕동
2022-06-28,힐스테이트 환호공원 2블록,101.74,61770,17,경상북도 포항북구 양덕동
2022-06-29,힐스테이트 환호공원 2블록,84.84,49910,10,경상북도 포항북구 양덕동
2022-06-29,힐스테이트 환호공원 2블록,59.84,33790,17,경상북도 포항북구 양덕동
2022-06-29,힐스테이트 환호공원 2블록,84.84,51480,20,경상북도 포항북구 양덕동
2022-06-29,힐스테이트 환호공원 2블록,84.88,52180,26,경상북도 포항북구 양덕동
2022-06-29,힐스테이트 환호공원 2블록,101.74,62700,28,경상북도 포항북구 양덕동
2022-06-29,힐스테이트 환호공원 2블록,59.84,34250,27,경상북도 포항북구 양덕동
2022-06-29,힐스테이트 환호공원 2블록,84.84,52300,30,경상북도 포항북구 양덕동
2022-06-29,힐스테이트 환호공원 2블록,84.88,52130,29,경상북도 포항북구 양덕동
2022-06-29,힐스테이트 환호공원 2블록,84.84,49910,8,경상북도 포항북구 양덕동
2022-06-29,힐스테이트 환호공원 2블록,101.74,61670,19,경상북도 포항북구 양덕동
2022-06-29,힐스테이트 환호공원 2블록,101.74,62600,25,경상북도 포항북구 양덕동
2022-06-29,힐스테이트 환호공원 2블록,84.84,50740,12,경상북도 포항북구 양덕동
2022-06-29,힐스테이트 환호공원 2블록,84.84,52400,32,경상북도 포항북구 양덕동
2022-06-29,힐스테이트 환호공원 2블록,101.48,62060,38,경상북도 포항북구 양덕동
2022-06-29,힐스테이트 환호공원 2블록,59.84,34200,28,경상북도 포항북구 양덕동
2022-06-29,힐스테이트 환호공원 2블록,84.84,51530,20,경상북도 포항북구 양덕동
2022-06-29,힐스테이트 환호공원 2블록,84.84,51480,19,경상북도 포항북구 양덕동
2022-06-29,힐스테이트 환호공원 2블록,84.84,52300,33,경상북도 포항북구 양덕동
2022-06-29,힐스테이트 환호공원 2블록,84.84,50720,15,경상북도 포항북구 양덕동
2022-06-29,힐스테이트 환호공원 2블록,84.84,51480,18,경상북도 포항북구 양덕동
2022-06-29,힐스테이트 환호공원 2블록,101.48,61960,34,경상북도 포항북구 양덕동
2022-06-30,힐스테이트 환호공원 2블록,84.84,52280,31,경상북도 포항북구 양덕동
2022-06-30,힐스테이트 환호공원 2블록,84.84,50690,12,경상북도 포항북구 양덕동
2022-06-30,힐스테이트 환호공원 2블록,101.74,62700,24,경상북도 포항북구 양덕동
2022-06-30,힐스테이트 환호공원 2블록,84.84,52300,24,경상북도 포항북구 양덕동
2022-06-30,힐스테이트 환호공원 2블록,101.48,61960,29,경상북도 포항북구 양덕동
2022-06-30,힐스테이트 환호공원 2블록,101.74,62600,32,경상북도 포항북구 양덕동
2022-06-30,힐스테이트 환호공원 2블록,101.74,61670,17,경상북도 포항북구 양덕동
2022-06-30,힐스테이트 환호공원 2블록,59.97,33550,34,경상북도 포항북구 양덕동
2022-06-30,힐스테이트 환호공원 2블록,101.74,62600,30,경상북도 포항북구 양덕동
2022-06-30,힐스테이트 환호공원 2블록,101.74,62600,27,경상북도 포항북구 양덕동
2022-07-01,힐스테이트 환호공원 2블록,101.74,62700,33,경상북도 포항북구 양덕동
2022-07-01,힐스테이트 환호공원 2블록,59.97,33630,28,경상북도 포항북구 양덕동
2022-07-01,힐스테이트 환호공원 2블록,84.84,51530,16,경상북도 포항북구 양덕동
2022-07-01,힐스테이트 환호공원 2블록,59.84,33180,12,경상북도 포항북구 양덕동
2022-07-01,힐스테이트 환호공원 2블록,84.84,52300,36,경상북도 포항북구 양덕동
2022-07-01,힐스테이트 환호공원 2블록,101.48,61960,22,경상북도 포항북구 양덕동
2022-07-01,힐스테이트 환호공원 2블록,101.74,61670,16,경상북도 포항북구 양덕동
2022-07-01,힐스테이트 환호공원 2블록,101.74,62600,22,경상북도 포항북구 양덕동
2022-07-01,힐스테이트 환호공원 2블록,84.84,49960,9,경상북도 포항북구 양덕동
2022-07-01,힐스테이트 환호공원 2블록,84.84,50720,12,경상북도 포항북구 양덕동
2022-07-02,힐스테이트 환호공원 2블록,59.84,34230,25,경상북도 포항북구 양덕동
2022-07-02,힐스테이트 환호공원 2블록,101.74,60600,13,경상북도 포항북구 양덕동
2022-07-02,힐스테이트 환호공원 2블록,101.74,62900,37,경상북도 포항북구 양덕동
2022-07-02,힐스테이트 환호공원 2블록,59.84,33280,12,경상북도 포항북구 양덕동
2022-07-02,힐스테이트 환호공원 2블록,84.84,52300,29,경상북도 포항북구 양덕동
2022-07-02,힐스테이트 환호공원 2블록,101.74,62550,29,경상북도 포항북구 양덕동
2022-07-02,힐스테이트 환호공원 2블록,59.84,34200,26,경상북도 포항북구 양덕동
2022-07-02,힐스테이트 환호공원 2블록,84.84,52280,25,경상북도 포항북구 양덕동
2022-07-02,힐스테이트 환호공원 2블록,84.84,52300,32,경상북도 포항북구 양덕동
2022-07-02,힐스테이트 환호공원 2블록,59.97,33110,17,경상북도 포항북구 양덕동
2022-07-02,힐스테이트 환호공원 2블록,84.84,52300,30,경상북도 포항북구 양덕동
2022-07-02,힐스테이트 환호공원 2블록,101.74,62700,31,경상북도 포항북구 양덕동
2022-07-02,힐스테이트 환호공원 2블록,84.84,52300,26,경상북도 포항북구 양덕동
2022-07-02,힐스테이트 환호공원 2블록,101.74,60450,14,경상북도 포항북구 양덕동
2022-07-02,힐스테이트 환호공원 2블록,59.84,34250,30,경상북도 포항북구 양덕동
2022-07-02,힐스테이트 환호공원 2블록,59.84,33790,17,경상북도 포항북구 양덕동
2022-07-02,힐스테이트 환호공원 2블록,101.74,62700,32,경상북도 포항북구 양덕동
2022-07-02,힐스테이트 환호공원 2블록,59.84,34200,23,경상북도 포항북구 양덕동
2022-07-03,힐스테이트 환호공원 2블록,101.74,61670,17,경상북도 포항북구 양덕동
2022-07-03,힐스테이트 환호공원 2블록,84.84,51530,20,경상북도 포항북구 양덕동
2022-07-03,힐스테이트 환호공원 2블록,59.97,33650,31,경상북도 포항북구 양덕동
2022-07-03,힐스테이트 환호공원 2블록,84.84,50740,14,경상북도 포항북구 양덕동
2022-07-04,힐스테이트 환호공원 2블록,101.74,62600,24,경상북도 포항북구 양덕동
2022-07-04,힐스테이트 환호공원 2블록,84.84,50590,15,경상북도 포항북구 양덕동
2022-07-04,힐스테이트 환호공원 2블록,101.74,61620,17,경상북도 포항북구 양덕동
2022-07-04,힐스테이트 환호공원 2블록,101.74,61670,20,경상북도 포항북구 양덕동
2022-07-04,힐스테이트 환호공원 2블록,84.84,52250,23,경상북도 포항북구 양덕동
2022-07-04,힐스테이트 환호공원 2블록,84.84,52700,31,경상북도 포항북구 양덕동
